Hybridization REF	AGARS_p_TCGA_B12_RNA_ReDo_HT_HG-U133A_96-HTA_A02_443064
UBE2N	6.66971218391967
KLF4	4.07762026160549
MGC4172	4.67683731550057
LMO4	7.45639189288492
KLKB1	3.39232567792238
HDAC3	6.10439415686872
HP	6.49817820074484
SCHIP1	6.82545193962411
BTK	3.94486671881939
KRCC1	8.04701721000163
PRND	3.06011818104497
C6orf27	3.92859978667107
PIGL	3.58620081748500
CLCA1	3.92817487875005
C1orf112	4.73061846019249
OLFML2A	7.6064257719244
HUS1	4.50655843615869
SFRS6	7.75670280215553
CXCR7	5.95007287014087
UIMC1	5.94492050117384
FXYD2	3.6814743501673
GOT2	7.0958700603878
ZNF667	4.34977754614358
TFEC	3.15490925094359
ATP7B	4.37947395527053
RAB38	5.02967478594995
POLD2	6.67585024332166
PPM1H	5.0265568743725
DCX	3.29681862899011
NFYC	5.73156287129494
ZNF228	4.58288058246065
KIN	6.68923789608183
PLSCR4	6.5516470147894
HIST1H4I	4.06247720566532
PPARGC1A	3.04035193526566
HIG2	8.55724679040487
KCNK10	4.53763906015536
EXOC1	8.6082077757478
OR6A2	3.72975909442956
ETFA	7.46747259067908
PDAP1	5.43289739027321
C19orf6	3.42474385065111
POLRMT	4.35187094333514
ZNF146	8.10403272245837
MIA2	3.34574700357768
LY6G6E	3.25286347069477
EIF4E2	7.51732493498254
NENF	5.37589599044025
HOXB5	4.15748217304828
ZNF324	4.27994080307719
CUGBP1	4.10649249463121
ENTPD7	3.89564313638189
TTC13	5.96516327439218
GJB5	3.39192531457153
PRSS22	3.99839278712754
CYP3A5	3.40287843894838
MBOAT5	4.62324532174543
CUL4B	5.15877823882008
CENPJ	3.60706036569399
KIAA0664	7.10620668256317
PITX1	3.35671940193746
PDGFRB	5.34788436110879
RDX	6.27033881862741
CELSR3	4.09545304214516
JUND	6.74965852969268
ITSN1	4.9965601189201
CHRNB1	3.78943882092002
EHBP1L1	3.62079123144374
C19orf2	7.14326626956312
FETUB	3.21727424011974
CAMK2B	3.44024365064667
DCTN1	5.70784524924132
TNKS2	6.86939757663682
MRTO4	6.1752403918964
C1QBP	6.42647860527753
TTC3	7.7209529096395
NDUFB8	8.45523640276682
CADPS2	4.3227873394568
EDG2	3.89362658521311
MYF5	3.25114055156827
SEMA3G	4.07572542164956
IL23A	3.87451980500337
GJA9	4.03168690186223
R3HDM2	6.90153692124784
C5	4.25546431198572
SLC2A10	5.22983096912435
TRIM45	5.34290654219305
TSP50	3.6764861277878
PAQR3	5.34664344293731
ANKRD26	3.72703028334833
TCP1	8.22735491238936
TMED7	6.67256820864154
CMA1	3.02059444498716
PTCRA	4.40968537276166
HCRTR1	3.50253465571824
FST	7.64867191276239
PAWR	3.87155128221307
LDLR	3.71339658433757
ASTN2	4.68833547993247
SCRN1	5.924786775338
GPATCH8	6.36117609825414
KIF4A	6.46194125680288
TANC2	3.7301119639096
ZMYM5	3.37905982623580
PGM1	9.12938757860746
ZNF586	5.70836372705867
POLR3G	4.29592710272262
CPD	5.63262695998929
SNCAIP	4.63264282274359
DCT	3.6610613032736
HLA-DOA	3.42947072213113
TANK	5.44232444691309
RCAN1	4.12542450689268
UPK1B	7.48394502556422
DNAJB4	4.03038341260889
UGT1A8	2.98309772308452
LIMD2	3.32668087492293
HIST1H4L	3.59388289376459
PECR	4.24420949448315
HSPA2	5.99739495002086
SERP1	9.7051835000743
TACR2	3.61676307662856
NUP85	5.89879242991187
CD177	3.41923254342343
GPR135	3.4191117712622
PIGG	6.69536307644638
LGR5	3.72496498699014
JAK2	3.42837499758255
DPYSL4	3.38874940270584
TM9SF4	5.54784333014677
PTHR1	3.56339657933734
SIRPG	3.27805790721902
ZNF264	5.64947865579545
BICD1	5.70062946867315
RAB5A	6.58111125954357
FLJ13224	3.2483296433494
METTL5	9.67480604447834
HERC6	4.76075628560392
CASP1	4.39328243039335
USP9Y	2.91906889680958
LRP1B	3.06749492302358
XAF1	5.33567330283316
PLA2G4C	3.58976771055273
APOA2	3.17103046446779
SPAG6	3.08888558929930
KALRN	3.65565977026499
SECTM1	4.44412290159884
THOC7	8.94177291574113
IFNAR1	4.12430072480961
TCTA	5.6427983701706
NY-REN-7	4.35414349665818
TALDO1	8.4521314973314
B2M	9.56928730918468
LPPR4	3.67748491641668
SQLE	6.07885149437857
SEPHS1	7.51007803188191
EIF5A	6.09053114579934
FAM49A	3.75654084917195
YTHDC2	4.2472481125416
EHD2	5.10637236140901
NCF1	3.48472715495665
SPG7	5.09821910761935
ZNF614	3.51529354866078
HOXA5	3.09251166236547
NUP133	7.94434943032207
FGF12	3.51145733734276
SLMO2	7.42303266263086
INPP5B	4.41156529411073
PPID	6.0199242473385
SNTA1	4.37618197136458
IL20RA	3.26519609795410
UBE2J1	5.76515586942076
CACNG2	3.25014948284503
GCM1	3.31495851009007
ELF1	5.83947388822565
TLR5	4.58354478197384
TCFL5	7.09503493721466
C1orf107	6.01380517055977
C19orf22	6.2194100608398
SAFB2	6.51918798986124
MAP3K7IP1	3.84677909950939
NCK2	7.97399114536091
OXA1L	8.24648416500092
KIAA0652	5.11528580126101
KLRG1	3.56791604980695
FRAG1	5.97035493428759
ZSCAN12	3.18646656815262
PSMD12	6.54517282663616
E2F4	5.22211786176369
CLEC4M	3.8665575257044
KIAA0999	6.19720139213972
CLDN10	4.27125726632365
MGC13053	4.13162636648203
TAC1	3.12246577824865
GYPA	3.44321788289970
HPCAL4	3.38362849453618
TRAIP	3.9173625181346
MEX3D	4.96723575925692
KIAA0232	8.1021288578882
ERCC8	4.27791705901417
NFAT5	4.95105255097852
GPX4	8.88305313762996
CSPG4LYP1	3.33611996444007
KIAA0368	5.88607349036249
FBXO3	4.49551240057588
DVL1	6.49953084888521
CMKLR1	3.74511367784541
GPR157	3.69752821166575
TYMS	7.39090391764405
OR52A1	3.25707112604653
PEF1	5.77109891133798
ZNF750	2.90131953919328
ALG9	6.12346043149279
MCM5	5.50462444118768
SDK2	3.87430450549365
BAIAP3	4.03288818604019
RABGGTB	6.37559762461816
KCNK7	3.48384246411302
PTP4A3	8.29611915092773
ANKRD40	4.14984493798241
CALCOCO2	6.43435360187142
TMSL8	5.31508279364436
SNCA	4.41022682906941
ZNF551	4.22103479049247
HBQ1	3.56630435784888
ARHGAP26	4.13373942081732
GEMIN6	5.97423286621046
HRAS	5.03277857648844
KLRC4	2.65001130196366
BSDC1	5.8102847897259
DSC1	3.80371058046180
RNF43	5.1512400282373
NDUFAF1	5.85434975381549
MAP2K4	4.65683594681362
FOLR2	4.37616010735462
LYZL6	3.66402425414487
EPB41L3	3.15032664760435
TEKT2	3.56996590473521
CDKN2B	3.67342273929417
WSB1	5.89739061747740
ZNF480	3.33731428872864
MAP3K6	4.18853708315886
PROS1	5.47681182668172
PSMB8	4.44352699601773
HN1	6.82737052104756
MAS1	3.35323056967746
APOL1	4.03839240395524
CSHL1	3.51163274907720
ZBTB7C	3.31311498124234
AHCTF1	7.59194949046542
SAE2	9.17860786857147
ITGA2	4.08593417825573
AP2S1	7.7439085515982
P15RS	7.20962842404983
MME	4.47468677851145
VAT1	6.77958230722308
MAST4	5.68947146353047
TUFM	8.64133296653925
KRT33B	3.50826689151349
THEG	3.9186512708535
KCTD2	5.44906877629151
WDR26	8.15307031531513
MFI2	3.50047600031163
KRT34	3.18099039626136
NR4A3	3.64604435022202
SGSM3	4.23982749808308
ARSA	4.09142376396984
TOMM22	5.15316667146221
SOCS3	3.87983916630915
UNKL	3.99779315143497
POP4	7.37176122630293
BHLHB3	9.39428775132661
MALL	3.65322175594394
SOX15	3.66370315443037
CCNA2	4.31321423154828
PARK2	3.50542948704714
GPR124	4.13973182287569
TMEM132A	5.77600434014358
CGRRF1	6.13322877511925
RUVBL2	7.45052890077872
MCAT	5.74357095631754
WNT10B	4.60185351478176
ISCA1	6.30075486234815
RPAP1	5.22227428898787
C12orf48	4.83301069869639
RAI16	5.42680578265578
RPL27	9.6411161760019
EPN1	4.27265484167169
MAGI1	2.90843925899459
GBX2	3.39404342329788
SLC35A1	7.6360771589952
GAL	3.75862316948010
SLC14A2	3.76664162687705
RDH11	7.16900624516476
ZNF518	3.78392473892267
PCYT1B	3.40080857361914
AUH	5.91882566781495
EIF3H	10.9280197769681
KIF1B	7.2106988375265
MBD2	4.70069782778029
AMOTL2	8.7324936223809
C6orf120	5.38187902647276
PIGT	7.51444703523955
PSRC1	6.6676982402603
PLA2G10	3.91394743639618
ALAS1	6.98421912579734
FOXO1	5.97801457733565
C17orf62	7.08238849240905
KIF5C	6.21259226672031
DUSP10	4.80550152805104
CRLF3	6.55068631960231
CLCNKB	3.38675649501394
PSMA5	8.86954235525721
FARS2	5.27481676244323
CCDC28A	6.2819283295064
AMPD3	4.67125273972567
PIAS1	6.99506331447613
ADCYAP1R1	3.51847643437633
TMEM134	6.18177025472012
CDH20	3.15798292013264
FBXO7	7.08743758992956
FLJ14213	3.66958622582961
ZNF3	5.82534061813216
LRRFIP1	7.0858414897559
TMEM49	7.3157573877371
CNOT2	7.50576564825193
CBX2	2.82019211217918
ZC3H14	6.4590977460473
ALDH5A1	5.49599173756529
HNT	3.64014496040721
SERPINA4	3.38721760214539
FLJ20920	4.85332135950083
CRTAP	4.53012565271556
DDX50	7.54045810402215
STYXL1	7.12598788225306
TK2	4.47381510225209
BLVRB	5.38098850667154
STMN1	6.88368785906491
GUCA2A	3.91889798587966
DPP6	4.86519540204853
GALNT10	4.1888019127931
STK39	5.7567878939862
MMP24	4.57276440180328
CKS2	9.34611330410223
RHO	3.77138589523298
BANF1	8.92013983536018
CR1	3.08020857480784
RPS6KA2	5.63923570117376
HMBS	5.48002701924164
C20orf112	3.65115299481550
SLC25A24	7.7349544381529
MRPL22	7.23601316970101
SLC25A15	4.74995676397522
GADD45B	5.89019273626379
TDP1	5.42302817302891
ZNF287	3.68228664826556
DAAM2	5.79112035114442
C11orf57	6.02917430976753
RFK	7.88179433647842
ZFYVE9	4.70282803443334
TCTN3	6.6639873497667
STCH	5.51090031800085
LOC283871	3.70043781310124
NDUFB3	7.59571595547283
DEFB4	4.12459196697519
FPR1	3.56623257687943
FMNL1	3.7587823478702
SEPT7	9.57296118830684
PTCD2	4.2634739551871
GNLY	3.42054572194531
GRAMD1C	3.9068528965189
ZNF165	5.58510420746576
TR2IT1	3.64860554146606
ARMCX3	7.55056772886707
NDE1	5.97539712882283
MAGEF1	7.59104883708311
ITGA10	3.66689772450739
ARHGDIB	6.76159302758596
FSHB	3.70957239888769
ANXA2	11.3692978079836
HLCS	3.94289862149446
MCF2L	3.64115775026226
AK1	5.45127551642335
FH	6.63069450403463
LGALS2	4.00522139230273
SYNPO2L	2.92362145617739
KIAA1045	3.51456646549078
C1orf183	5.06944124461788
MAGEA8	3.22771273469981
DGCR8	4.9828821963338
GSR	4.01383140341972
NEU2	3.55375208544764
HIST1H4B	3.63531802564543
CACNA1C	3.38265753330159
FAM20B	6.77682415700065
HES2	3.32646665632694
PDCD6	8.0159665888614
INTS7	5.38590267641092
AMPH	3.54302308553888
UCKL1	4.99954142137805
ASB4	3.19591853382591
C10orf97	5.03791538113516
ALDH1L1	4.07441948755612
CCL23	3.15983500588795
OBSL1	5.56768190675433
SLC12A7	7.08200899117804
THAP4	5.23767562202367
RBM4B	5.47035564466053
OGFRL1	4.55514623124465
KIAA0831	5.28316071753338
C12orf11	7.2820854765303
PPP1R15A	5.41024326503809
KIAA0240	6.43054928143555
CD1B	3.20682598018867
FCGR2A	3.87728684867045
MDC1	5.70159244086428
MAN1A1	3.45341859921590
KRT9	3.44157267680486
HTR1A	3.43934570683071
OCEL1	5.65995594598322
ATP11B	5.15623648931746
NLGN4X	4.02736339405292
FBXO34	7.88255573783242
ALOX12	3.53640540974384
RB1CC1	7.97804452497036
PCDH12	4.51794505960346
RPE	4.38297673159744
EIF4E	6.03597518137695
CSDC2	3.93116086020232
ABHD5	4.70536608832927
TMBIM1	5.70302159133177
PET112L	4.54306522415562
P2RXL1	3.27244711421182
F2RL2	3.36091980315098
TRMT1	4.79453594552725
IMPG2	5.17196777853581
LRRC32	6.20844156699759
BGLAP	3.70809308909313
HTR4	3.42136323534339
MRAS	4.67650861755312
TRAF6	4.1576261864738
AXL	4.71527602337427
ATP2C2	3.46026164951841
LMNB1	6.54652912616314
TELO2	4.83132473873024
PNPLA3	3.6658700048986
CSNK1E	6.95406448798445
SRP14	10.2014020099272
KCNQ4	3.42118625806145
PIK3C2B	5.70226676279552
C15orf15	7.25732985752045
TUBB2B	3.1060206905839
USP15	5.09665451982769
C12orf41	6.89304086046191
CEND1	3.83369107398497
RNF31	5.07102873232901
TCEAL2	3.64549836329101
PTGER2	4.17903540985127
UBN1	7.09951540238672
SLC5A7	3.14344082626719
SLC31A1	5.40646882220009
ADAM29	3.71415263749321
ST7L	4.51134102784544
GFOD1	5.90576387576472
CTNNA1	8.69903682202379
HRBL	3.90852052867651
CBX4	3.52007346302174
NTRK2	3.48240436047504
FOXN3	5.06497016088463
MFGE8	8.05410049014316
PFKFB2	3.75985324512828
TAS2R4	3.53254688701637
SH3TC2	3.35543108320707
IL10	3.38397146492331
PXMP4	5.88119603728843
RNF167	6.45344585430908
PRMT5	6.98025282428074
TSKU	5.18590652032927
ATPIF1	7.90066010312837
ETV3	3.17362224375748
PAK7	3.15103218272448
PDLIM1	8.57515212168438
CEP63	5.89075911943328
WDFY3	5.33576011153706
RNF126	4.72308938421796
DPM1	9.24010113517162
CLIC4	6.13916566939692
ACR	3.80569556401036
KLK7	7.57221575528114
ALOX5AP	4.84173027529758
LRP1	5.2152395515903
TNK1	4.71897073358355
TAS2R9	3.13839227516915
ZNF16	6.0384816607214
POLR1B	5.26355476014655
SLC8A2	3.95398929499734
OLFM4	2.85585643025394
TACC1	4.2155061904533
SAMHD1	6.73452130227409
ATP13A2	5.32446789913122
KRT4	3.96740684409254
PAX6	3.53373501411270
SCG2	3.52496668426755
SLC17A6	3.46883369456166
TUBB4	4.9703794237479
PADI4	3.0441424398843
FMO3	3.01596965047417
NLK	4.59078850047583
POU4F3	3.28363015066568
MDM2	3.39463604679583
CAPNS1	8.46060400128913
SDF4	6.42418115685444
ITGBL1	3.17863157353782
TAP2	3.77958120517681
OR2C1	3.50950876099816
KLHDC3	6.85183614092657
EFHD2	5.37900983710508
GALR3	3.63736371806025
NBEA	4.63861720554458
ABCA6	3.41773252836248
ABBA-1	3.97649455164027
GNAI1	6.05775264900273
CLDN3	8.1062180266589
AKT2	3.37403705840921
EGFR	4.51692919893736
VPS4B	8.05304970319165
RBM16	8.54753542465883
GALNT6	5.60648405912796
ZDHHC3	4.95533897650099
SLC25A4	5.97754860635666
CYB5B	4.92318374256251
NDRG1	7.76569805993761
SESN1	4.86301364716229
GBE1	7.35537690777027
MRPL46	6.01519026036289
CLASP1	6.02891355524059
FARP2	4.02368955816541
ACOT11	3.98745130139114
LDHAL6B	3.04692215357948
MAPKAPK3	5.6000766880237
NCAM2	3.17156745592575
AFAP1	4.81244418871918
PRKD2	5.87688008138038
OR2H2	3.50539689644476
ZFP36L1	6.82212470032928
DZIP1	3.78627850293876
GPR161	5.23723899603588
RNF146	4.043505289432
NKX3-1	3.99993593504013
CCNB2	7.98543599269934
ZNF10	4.01078008456465
WDR74	5.32291864999293
FAM134A	8.09634390816837
PCNP	8.54698274774486
PURA	5.40433861349779
DNPEP	6.27650725220746
ERBB2	4.96063798121937
CREB1	5.33173471111953
NEO1	6.60370523025455
DDX3Y	3.26862437784711
RPS3A	12.2304893024971
MXRA7	8.99975937620601
LGALS3	11.0401065748269
GLT8D1	6.93555472406502
TMPRSS3	6.19281457838506
UPB1	3.58166848565139
LAT	3.69021137735982
CLDN14	3.88095054054475
DHX38	4.82899043385883
KCNA3	3.15581278890237
BTBD1	7.45842401137085
TARS2	6.41138245543415
SKIV2L2	6.30029501959581
ABCF1	7.6640695149904
CDT1	3.13297754071787
ZHX2	7.93897023219169
FCF1	4.92873305293129
LRRC49	4.95312060734627
GUCY1B2	3.78639058617582
CD28	3.28280663394887
SMARCA4	6.06126850610784
SEPT2	8.40131000844026
SOHLH2	2.95576739824296
MCOLN3	3.89069938368843
LRP8	4.22741499630875
TAGLN3	3.97748266314986
MASP2	3.66157457825767
GPATCH3	4.32058325186899
TTRAP	8.2611968052833
AGL	8.43939009730297
NFE2L3	5.21155355717567
PSD4	3.59018029443131
PALMD	7.70938697645125
CCNB1IP1	7.34672715973604
TMEM43	6.10881778449389
OBFC1	5.5366150435057
STAT5B	4.38365789142657
C14orf79	4.29573054552134
ENPEP	3.9443444254162
SSB	9.04370919484563
SCT	3.29545296618788
TIMM23	6.4097503634277
SKI	3.87191811225602
SLC22A13	3.32425513740287
AKAP3	4.51072843846284
OAS2	4.10248644442244
KIAA0423	6.30513646631159
SEC61G	9.18607720300835
CAPN11	3.04722577946605
TMEM50B	6.56006456189405
DEGS1	7.1560366170125
ARHGEF4	3.64641829853111
DBNDD1	5.16000418305025
TBL1XR1	5.36574854118962
FAIM	6.16427383410469
SP140	3.40855481774730
G6PD	4.81622109094166
NUDC	6.40027099824012
GABRP	3.33703955914246
SCARA3	5.83603609660976
TACSTD2	5.5437225216472
EIF3J	7.03677980755814
PPP2R2A	7.15470425083758
CPA3	3.40920743314271
PVALB	3.49986279259368
BCAT2	6.12121920379813
MFN1	5.71093262650449
