Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_D06_491158
FOXE1	3.18877822346093
GML	3.39364942754058
CNGA3	3.0183514864223
CD38	5.05074327745078
ZDHHC6	7.27965110142235
NEFH	3.65980594645342
PGBD5	4.28755063084316
CTDSP2	7.679531750424
RMND5B	5.69106852049923
ZNF257	3.55067892264349
DUSP4	5.4517976912356
FLJ22167	5.52760562284254
EXOSC7	6.50387049258843
ROR2	3.62640843294156
FOXM1	5.27141045034719
ZBTB48	5.0993306327302
BUD31	7.9385965540604
MAOA	3.69411044015652
CCDC41	4.25456227793472
TNNT3	3.32342466813857
FBXO11	5.45561744686704
GYPC	6.71875704645809
PLIN	3.57514219403242
RFXAP	3.2396508224074
C6orf15	5.01793420576601
RNF4	8.79250743790574
F8A1	9.4793605229132
PPP1R3D	5.87984477390963
GRB2	8.00459647354099
TPM3	3.15339895147796
SYT13	3.54323589067107
EPB42	3.42271848505040
RP5-1077B9.4	5.4313423995628
EIF1	10.6018778784945
CETN3	7.30533105038597
FPGT	5.42723162906844
PRY	3.56071217942971
NTHL1	4.76503453410731
POLR2B	9.16160076757123
RPS28	11.7352135753965
GDF10	2.98695947405897
COQ9	7.24699292862142
P2RX3	2.93639513803486
GCC2	6.93101004807662
RARRES3	8.65280078068866
PLXNA1	6.23705514469488
WBP4	4.56049155795044
KIAA0100	6.60961579061518
PMF1	6.6764523386775
HS2ST1	5.9854021154179
CRELD2	7.07851178040689
C8G	3.05204509768314
CD82	6.32689588439464
PMM1	5.70515005997578
CBLL1	4.23182161801759
LIM2	3.19991178097392
VAX2	3.49134020641303
SETDB1	4.83562976795132
LRAP	6.01845574528168
GCLM	7.42653874903975
CPEB3	3.48514902387516
PPM1A	6.30561550233273
INTS1	4.33661361124778
MMP16	3.22609066023134
CAMTA1	3.87158314739937
SAMSN1	6.86588747703837
DRD3	3.01956392134867
GMPPA	5.00630895540587
C11orf73	6.54829159928392
AIPL1	3.648942412777
PTP4A2	9.67459336433834
IL24	3.18144392417728
BDKRB1	3.23648038520804
HPCA	3.60554959873781
MLF1	6.97189424082112
SEC14L1	7.99707522404748
CHFR	5.87984925997433
EMILIN1	3.75919058149838
THADA	6.64750497853392
TAF12	5.81210638952806
NDUFS4	7.4866852894127
ID1	5.56989859249125
PIK3CB	4.10379875780205
COL18A1	8.26979799672288
PDZD3	3.27148012588407
TBC1D17	5.06482103384242
COX8A	9.95950454710706
CDCA4	6.31966247481427
C2orf44	4.20582978323385
C9orf16	7.88752733453192
ERBB2IP	7.72898295493956
EMX2	8.59547501298507
FUS	5.54979735628788
NIPSNAP3B	3.66438999061685
TF	3.3463064979449
CXorf56	6.43969077508381
CLCN4	3.39819699438095
PWP2	5.84538715678496
MMP15	4.8848583963471
MTMR14	6.40959875714387
NPR1	7.12350211046483
DNAL4	6.5391745520579
ELAC2	4.44623737163197
ASS1	11.0134830125855
IPP	6.04431623517333
TMEM59	10.1322450729358
POLR2J	8.605946620613
SEC23IP	5.36131185997055
RGS4	4.36219333086359
UQCRC1	9.7476157683907
SNX6	8.57287204804004
DDX18	6.64256747806797
POLG	4.52927361923817
ADAM23	4.06063442371211
ZNHIT2	4.59991817541246
TFR2	3.24981237011394
NCDN	4.46470215965006
RAG1	3.28054934123619
POMT1	4.20777547578035
CYP1A1	3.21481119678687
SNAPC1	5.4472002918737
GNA11	5.64454571667677
CCDC52	3.05435341978857
CAPN1	7.4032072403976
DDHD2	7.16662466591356
UPF3A	5.85291101525745
LAGE3	6.77062397270054
GNRHR	3.26380173164595
UNC13B	5.32757114581603
TTLL4	4.36517423935832
PPBP	3.15397160473509
HTR3A	7.93378771039548
SDC2	5.25797159331156
ANKRD49	7.79390430235843
BTF3	10.3256122084258
COX7A2	10.5901223729921
SARS	9.03558243195273
C13orf18	4.40721692740509
CACNB1	3.78750037832910
QKI	6.45797284372437
SETMAR	5.01629159381811
LAMB4	3.29520785048405
MAN2B1	6.88068604085871
EML3	5.11156011944109
ACADL	3.25957087795869
OFD1	7.63513133587324
CGA	3.73989924757941
EIF3EIP	10.6286933859361
PEX16	5.36656434549834
GNG12	8.06668229059548
HABP4	5.09779650021993
CNTN2	3.48312605230331
ASNSD1	6.6102734307272
FUT4	4.04471911953577
DBH	3.37602904885828
CD53	9.14175058485355
HIST1H2BJ	3.75230162449224
TFAP2B	3.19744993781026
ACF	3.87382397621112
TMEM11	6.3164939533938
CDH8	3.43470482846521
C3orf32	5.08552837897272
AGPS	4.83706600323118
C4orf18	3.58360182045587
PCCB	7.08040264135779
IPO13	4.7640945734533
PECI	6.46465754421919
UNG	7.21433987438283
C6orf105	3.70946165312905
GSTP1	8.62856813346175
SUV420H1	7.53884383765904
ARHGAP15	5.57311691042113
LTBR	6.99150134586837
TDRKH	3.41547254978332
PSG4	3.30744792609457
SLC9A3R1	6.89019876772268
NBPF3	8.80242692674836
SLC9A3	3.35676063385837
OSBP	6.51701777729009
PRR5	5.1977234835437
CHMP7	5.52808312269041
ADRA1A	3.08033790118587
ASAH1	7.28376578020114
FKBP4	6.8861754774391
ZNF350	4.07948771356896
DOM3Z	5.44605963243586
GIPR	3.76937701886434
AHI1	4.58830449202767
BST1	7.51622747102154
NCR2	3.4673723344193
NADSYN1	5.27054613697893
UBE2W	6.35593859345563
RGS14	4.09437654262477
KRT15	5.27135730089611
SCN11A	3.67710204849457
GFI1	3.79857038386685
FHL1	4.90561332289039
SMC6	5.75298746114671
GATA1	3.64285564684192
OSGEP	4.67744534376684
ARMC6	4.8772587606932
HK3	3.88942959971436
PSMD5	7.72647294567844
RSU1	8.0037580814282
RPL4	11.5792797942426
MAD2L1	7.58492282951092
RBPMS	5.10568012250468
EIF4A3	9.3070875214719
E4F1	4.70447550158188
DLEC1	3.33767715654118
PRPF3	5.29882793361971
EMR1	3.64085170477859
CHMP2B	7.80583035050726
CAMSAP1	4.23426765783754
RPS21	10.2517726238084
XCR1	3.62430976045788
ARID5A	4.35728150508216
RBM6	6.01702568924939
UBE2N	7.7115131183163
KLF4	5.52147691766606
MGC4172	5.12681284430171
LMO4	7.80912672905448
KLKB1	3.21017785350424
HDAC3	6.94344147081517
HP	4.16520235662683
SCHIP1	5.78726870223072
BTK	4.92858316140615
KRCC1	8.4936705338574
PRND	2.96259545727089
C6orf27	3.68853472580807
PIGL	3.80674066583295
CLCA1	3.88104028383359
C1orf112	4.54583870720746
OLFML2A	5.76291990095964
HUS1	4.91988251535745
SFRS6	7.33349578992655
CXCR7	4.72891727201236
UIMC1	6.46401819563583
FXYD2	3.35104665063457
GOT2	7.60196898380227
ZNF667	3.45657976846893
TFEC	6.20357816771575
ATP7B	4.03388437690036
RAB38	4.36072453839374
POLD2	6.78504121959147
PPM1H	4.80490400497367
DCX	3.42908577396393
NFYC	5.39666905737267
ZNF228	3.75997095468884
KIN	5.45930903670401
PLSCR4	5.8398373381949
HIST1H4I	4.07180537665656
PPARGC1A	3.00355685656418
HIG2	7.37169583073676
KCNK10	3.89274772363166
EXOC1	9.01636573435219
OR6A2	3.75977300618731
ETFA	8.83842203910262
PDAP1	5.1025756670298
C19orf6	3.44525751395218
POLRMT	4.19022949527341
ZNF146	7.98602315937793
MIA2	3.40442723469717
LY6G6E	3.1801515248548
EIF4E2	7.83951886796151
NENF	4.81758680160778
HOXB5	5.42363375829397
ZNF324	4.36741661766748
CUGBP1	4.55924158782002
ENTPD7	3.94615819193819
TTC13	5.97474392736742
GJB5	3.5771858492155
PRSS22	4.47719648152015
CYP3A5	3.71828849588981
MBOAT5	4.02386245149721
CUL4B	6.0545918982856
CENPJ	3.84685397319687
KIAA0664	6.01387041114115
PITX1	4.06347210688623
PDGFRB	5.08740683451882
RDX	6.98206478155905
CELSR3	4.14454964780525
JUND	6.53127222043788
ITSN1	5.28330854468309
CHRNB1	3.6315099167237
EHBP1L1	4.16223902993103
C19orf2	7.31986268774558
FETUB	3.18579448467091
CAMK2B	3.32519220750902
DCTN1	6.40517925620934
TNKS2	6.21039043176095
MRTO4	6.84414888429797
C1QBP	6.07300675563508
TTC3	8.27496430988879
NDUFB8	7.74600988933415
CADPS2	5.92854241062585
EDG2	5.12412099621941
MYF5	2.95979760497302
SEMA3G	3.62369130520994
IL23A	3.75929777829959
GJA9	3.56521785311647
R3HDM2	7.85578439812865
C5	3.83746422797732
SLC2A10	6.43171641833855
TRIM45	4.83049576798968
TSP50	3.40110385516823
PAQR3	4.81081528562011
ANKRD26	3.54692471380187
TCP1	8.43136930970811
TMED7	6.9163512989479
CMA1	2.9201717358435
PTCRA	4.08756626993234
HCRTR1	3.64718490265094
FST	4.67985213809362
PAWR	4.16415442681067
LDLR	5.55093016318588
ASTN2	4.20418917327266
SCRN1	6.06284491994981
GPATCH8	6.36271799599058
KIF4A	6.31965379323967
TANC2	3.66074509153871
ZMYM5	3.96682419293924
PGM1	9.17248168365364
ZNF586	5.06175764393782
POLR3G	3.33726501006664
CPD	5.46076683672631
SNCAIP	4.88915699288465
DCT	3.3771300206064
HLA-DOA	3.61237561933561
TANK	6.4942224006657
RCAN1	4.60342939593433
UPK1B	7.3252311931341
DNAJB4	4.45287703298802
UGT1A8	3.21965348080584
LIMD2	3.54227772503851
HIST1H4L	3.53743964723899
PECR	4.69201851879782
HSPA2	6.07893551483354
SERP1	9.8972278303877
TACR2	3.49523326282381
NUP85	7.06549042284878
CD177	3.56298627486985
GPR135	3.15952430862085
PIGG	7.62327356959369
LGR5	3.99648667754513
JAK2	4.52727057482502
DPYSL4	3.461171908554
TM9SF4	6.26690503857534
PTHR1	3.45776361128534
SIRPG	3.83198929223297
ZNF264	5.68010451138698
BICD1	5.38989492259815
RAB5A	8.65760226992186
FLJ13224	3.0947611794807
METTL5	8.5458498988218
HERC6	6.08775983483332
CASP1	6.85915531276203
USP9Y	2.70096308546996
LRP1B	2.87193408787338
XAF1	6.46246258172204
PLA2G4C	4.54002643749523
APOA2	3.13136464694336
SPAG6	3.10805602960899
KALRN	3.26996531376448
SECTM1	6.19409508717148
THOC7	9.43650174477883
IFNAR1	4.46285482442319
TCTA	8.01731935880852
NY-REN-7	3.27906259422835
TALDO1	9.87054730950557
B2M	12.5079518729111
LPPR4	4.38369546057149
SQLE	6.84121563611828
SEPHS1	6.42047401970042
EIF5A	6.51883681723311
FAM49A	5.15386262642052
YTHDC2	4.28769969955684
EHD2	5.63077469986743
NCF1	4.85879129211259
SPG7	5.86948954757371
ZNF614	3.46025977442193
HOXA5	6.40123552057486
NUP133	7.02615293871232
FGF12	3.80356308194709
SLMO2	8.69325680475366
INPP5B	4.33732055053753
PPID	7.31146548556155
SNTA1	4.2531011672955
IL20RA	3.4257283891064
UBE2J1	6.21543064777862
CACNG2	2.89559867110938
GCM1	3.09773237520104
ELF1	6.97576471985363
TLR5	4.75077056031221
TCFL5	7.43043506815226
C1orf107	5.78720492249455
C19orf22	7.5916748228119
SAFB2	5.56806686514948
MAP3K7IP1	4.00338717457405
NCK2	7.7046198728425
OXA1L	7.82575043681399
KIAA0652	5.83976286820075
KLRG1	3.27163015196599
FRAG1	5.95894718382169
ZSCAN12	2.98422799335450
PSMD12	7.31896226894823
E2F4	5.12816239494838
CLEC4M	5.00905444705907
KIAA0999	5.27935439796722
CLDN10	6.78774536646717
MGC13053	4.1024403092045
TAC1	2.68960614756748
GYPA	3.41543863603508
HPCAL4	3.16131705601044
TRAIP	4.2935914830167
MEX3D	4.28067789872197
KIAA0232	7.28043167561123
ERCC8	4.64838391600999
NFAT5	5.26368799248339
GPX4	9.89911901618524
CSPG4LYP1	3.04158663383577
KIAA0368	6.16598404912368
FBXO3	5.78896858861513
DVL1	6.87491504691
CMKLR1	3.61740188488123
GPR157	3.2904625708528
TYMS	8.1172025207633
OR52A1	3.56842887363666
PEF1	7.29641368723105
ZNF750	3.38091084894274
ALG9	6.79996307238983
MCM5	6.513418346003
SDK2	3.53126496127247
BAIAP3	3.86846859570968
RABGGTB	6.47946624060011
KCNK7	3.14626272265574
PTP4A3	6.84710830434173
ANKRD40	4.16626071399821
CALCOCO2	8.08563680856594
TMSL8	4.86280418918709
SNCA	4.00856574216389
ZNF551	3.57877714685479
HBQ1	3.3050752183972
ARHGAP26	5.04509855505935
GEMIN6	6.09057201032091
HRAS	5.59681135505113
KLRC4	2.86028073976772
BSDC1	6.00035234942096
DSC1	3.59597381154382
RNF43	4.58629612553633
NDUFAF1	5.81409835045276
MAP2K4	5.11947595590554
FOLR2	5.19139663180777
LYZL6	3.5933831436652
EPB41L3	4.48959944970056
TEKT2	4.35952947275559
CDKN2B	3.20381232750419
WSB1	6.4241496261815
ZNF480	3.43655105180665
MAP3K6	4.32177949422419
PROS1	6.28605712124379
PSMB8	8.90103038227237
HN1	8.75019328251548
MAS1	3.24743733393507
APOL1	7.83656789913665
CSHL1	3.35337852379798
ZBTB7C	3.08675628493125
AHCTF1	6.02112587080326
SAE2	9.26576267967941
ITGA2	4.37132187598067
AP2S1	9.2742626851534
P15RS	6.50099634755229
MME	4.64133395889305
VAT1	6.9998237930139
MAST4	5.43210640147205
TUFM	9.31526816223307
KRT33B	3.39530937148621
THEG	3.86568570331615
KCTD2	5.21454724556757
WDR26	8.58450724815035
MFI2	3.24832254876246
KRT34	3.40145571746236
NR4A3	3.61463885916214
SGSM3	4.84988581610823
ARSA	4.53810271007401
TOMM22	5.76488818953627
SOCS3	3.75310236482253
UNKL	4.30449587940556
POP4	8.80294326573636
BHLHB3	10.3759484731145
MALL	4.70897839504612
SOX15	3.68447726103015
CCNA2	5.58832771297229
PARK2	3.48107769181741
GPR124	4.58745203614163
TMEM132A	5.76850954675566
CGRRF1	5.40080127873564
RUVBL2	8.12814602905505
MCAT	7.09972614896046
WNT10B	3.64740638296564
ISCA1	7.48657874920746
RPAP1	3.85579485156254
C12orf48	5.0803322078157
RAI16	5.67866407031838
RPL27	9.2288591952812
EPN1	3.57617741871217
MAGI1	2.96340298314080
GBX2	3.10723878983585
SLC35A1	6.72912582832592
GAL	4.11057681805458
SLC14A2	3.48760466954164
RDH11	7.32487438045522
ZNF518	3.78579087940863
PCYT1B	3.32030132287589
AUH	8.05113324970498
EIF3H	10.9189198170359
KIF1B	7.33310947900867
MBD2	4.83347432304272
AMOTL2	8.48232520347195
C6orf120	6.66570956083297
PIGT	7.77164632804111
PSRC1	6.4249397360208
PLA2G10	4.11648801539024
ALAS1	7.81842868232277
FOXO1	6.72421811998856
C17orf62	7.06912488163141
KIF5C	6.15594168726176
DUSP10	4.51041818268381
CRLF3	7.18403131016892
CLCNKB	3.41282617231271
PSMA5	9.91571583863485
FARS2	5.67885251662117
CCDC28A	6.63900026230885
AMPD3	4.80265509702845
PIAS1	7.08330288168074
ADCYAP1R1	3.45370757746947
TMEM134	7.38648799596613
CDH20	2.97649656192707
FBXO7	8.70391413157356
FLJ14213	4.74175838237659
ZNF3	5.34454934892152
LRRFIP1	7.71495156787439
TMEM49	9.4569952889272
CNOT2	7.67924329771442
CBX2	2.91562157125609
ZC3H14	6.66883533071054
ALDH5A1	5.4625900130155
HNT	3.43258815725531
SERPINA4	2.96423835353834
FLJ20920	6.33694016439329
CRTAP	6.53527371520254
DDX50	8.28976844483797
STYXL1	8.1585457447613
TK2	4.9635263704762
BLVRB	7.78437784548914
STMN1	6.17377471789505
GUCA2A	3.04271859860769
DPP6	3.25169375631465
GALNT10	4.65263439104930
STK39	5.28711629939131
MMP24	4.41422508250722
CKS2	10.0145854793506
RHO	3.64153583356717
BANF1	9.50116829679562
CR1	3.02335893925322
RPS6KA2	6.7203431146469
HMBS	7.05438786911849
C20orf112	3.81607232623794
SLC25A24	7.6208567698096
MRPL22	7.77118053826921
SLC25A15	6.19097997028233
GADD45B	5.17021176356571
TDP1	6.40322336638897
ZNF287	3.3726420496013
DAAM2	5.5489965973538
C11orf57	6.489280450561
RFK	8.02308392977947
ZFYVE9	3.99041675505856
TCTN3	6.90796107700043
STCH	5.91919740776475
LOC283871	3.61751241698346
NDUFB3	7.92594382183016
DEFB4	5.21447995325344
FPR1	4.41685227920036
FMNL1	4.45008155156316
SEPT7	9.3751888786018
PTCD2	4.80893786612707
GNLY	3.75597748579342
GRAMD1C	4.23814084141195
ZNF165	3.90044655070416
TR2IT1	4.80084511122294
ARMCX3	7.03254335855949
NDE1	5.83235878567069
MAGEF1	7.60662299005866
ITGA10	3.66929426350816
ARHGDIB	9.28665349810248
FSHB	3.78745474357130
ANXA2	12.4278202388575
HLCS	4.13526244481511
MCF2L	4.08148717646944
AK1	5.76286030605074
FH	6.05484176158522
LGALS2	3.92455637818000
SYNPO2L	2.70589199477916
KIAA1045	3.46219595055754
C1orf183	4.42092524759051
MAGEA8	2.87985804514395
DGCR8	5.03108260228717
GSR	5.15794345869114
NEU2	3.44527380826423
HIST1H4B	3.2935524748569
CACNA1C	3.26260702297642
FAM20B	6.53464853011657
HES2	3.63633420854861
PDCD6	9.86860687424907
INTS7	5.10322216583128
AMPH	4.44301737928509
UCKL1	6.61133903652475
ASB4	3.17036123635845
C10orf97	5.14961239508602
ALDH1L1	3.69195251515112
CCL23	3.32216967588765
OBSL1	4.98499752445528
SLC12A7	7.72620807506275
THAP4	5.31937526611613
RBM4B	5.51195769905757
OGFRL1	5.63794727450058
KIAA0831	5.7503661731797
C12orf11	8.03687301993343
PPP1R15A	4.78064248644193
KIAA0240	5.43806007363891
CD1B	3.36218677468691
FCGR2A	6.78190985303975
MDC1	4.9003808571687
MAN1A1	4.26263569495924
KRT9	3.31689302262167
HTR1A	3.34722962892613
OCEL1	6.89543087400591
ATP11B	6.00557640930912
NLGN4X	5.35757750816137
FBXO34	7.78337226973509
ALOX12	3.39988352270154
RB1CC1	6.9939227657946
PCDH12	4.06456894613977
RPE	5.0599655819479
EIF4E	6.54247174711013
CSDC2	3.91416365425494
ABHD5	6.10334800483631
TMBIM1	7.23212884447908
PET112L	4.83941151015997
P2RXL1	3.1139023729626
F2RL2	3.03994063600412
TRMT1	4.997378151309
IMPG2	3.30579416069067
LRRC32	5.53888491475879
BGLAP	3.69548096312441
HTR4	3.33019160844011
MRAS	5.22414258495383
TRAF6	5.38074059483838
AXL	5.114099746305
ATP2C2	3.69477275475616
LMNB1	5.50513638747404
TELO2	4.22754690772564
PNPLA3	3.72923943214034
CSNK1E	5.73462724706623
SRP14	9.69563844894373
KCNQ4	3.16455589075225
PIK3C2B	6.37953424000668
C15orf15	7.85734644125033
TUBB2B	2.91813232203273
USP15	5.83688105172777
C12orf41	7.52117351889939
CEND1	3.98914075058679
RNF31	5.24125860355882
TCEAL2	4.03474624606254
PTGER2	6.08050202325508
UBN1	6.53828391238786
SLC5A7	3.39588775075907
SLC31A1	6.39157911711646
ADAM29	3.48702474178663
ST7L	4.27153726016299
GFOD1	5.38606021494354
CTNNA1	8.98186460059202
HRBL	3.75945038028899
CBX4	3.83607154978837
NTRK2	3.50783890898778
FOXN3	5.17245116277249
MFGE8	6.92976687119475
PFKFB2	3.91077675099433
TAS2R4	3.51555824544391
SH3TC2	3.40487337663366
IL10	3.94054758520411
PXMP4	6.40009753988445
RNF167	6.53158504386176
PRMT5	7.5012464266764
TSKU	6.3370480005728
ATPIF1	8.68613650586242
ETV3	2.95308969367081
PAK7	3.14807682639047
PDLIM1	8.64330893350796
CEP63	5.46810854564976
WDFY3	4.85101601555806
RNF126	5.17630161100935
DPM1	9.66378131915683
CLIC4	6.27660138631759
ACR	3.70501703033187
KLK7	10.3655468540634
ALOX5AP	9.50679230226018
LRP1	4.68120848774310
TNK1	4.82174352722736
TAS2R9	3.21901751871805
ZNF16	6.07471803502629
POLR1B	4.88742135229245
SLC8A2	3.90697204429279
OLFM4	2.81743222458778
TACC1	5.73389798265918
SAMHD1	6.73366498283498
ATP13A2	4.72647939011882
KRT4	3.92556258891023
PAX6	3.78076401776577
SCG2	3.4471391111114
SLC17A6	3.34083118476107
TUBB4	3.4427208105509
PADI4	3.14493996058461
FMO3	5.65916963573983
NLK	4.15438873784704
POU4F3	3.33639337083431
MDM2	3.52521921567937
CAPNS1	10.6541272730452
SDF4	7.7575505445998
ITGBL1	2.96634658310220
TAP2	4.73401038412064
OR2C1	3.13594830659489
KLHDC3	6.12674920855978
EFHD2	6.94882098274844
GALR3	3.84252030471763
NBEA	3.14609379134863
ABCA6	3.22843002156185
ABBA-1	3.92493425369219
GNAI1	4.47885810382467
CLDN3	8.75154385478487
AKT2	3.39628727750069
EGFR	4.80765011236073
VPS4B	8.43340970223067
RBM16	7.89090501637474
GALNT6	7.62858014749207
ZDHHC3	6.31843606392015
SLC25A4	6.96918228928355
CYB5B	6.88886473755222
NDRG1	9.38458905413937
SESN1	4.76201983679487
GBE1	8.11482242350144
MRPL46	5.73664419158654
CLASP1	5.33372561631731
FARP2	4.21352106738352
ACOT11	3.48107202388702
LDHAL6B	2.90824994793621
MAPKAPK3	6.00512079969082
NCAM2	3.04984904787567
AFAP1	5.00068604763229
PRKD2	6.76511751682586
OR2H2	3.32989157417841
ZFP36L1	6.89683422155383
DZIP1	3.96391189891864
GPR161	4.42340871340023
RNF146	4.24985012024358
NKX3-1	4.08072207042672
CCNB2	8.42734520099021
ZNF10	3.53345378843267
WDR74	5.24444658858686
FAM134A	7.66929761600347
PCNP	8.70551669833545
PURA	5.92155450256462
DNPEP	7.45179165561229
ERBB2	5.23276549408189
CREB1	5.4523629160327
NEO1	6.68236734922934
DDX3Y	3.26920017547078
RPS3A	12.8286744016338
MXRA7	10.3256692971496
LGALS3	11.5840901703506
GLT8D1	7.91932772600967
TMPRSS3	6.52941494483254
UPB1	3.24529997899041
LAT	4.74166087979181
CLDN14	3.51208360654643
DHX38	4.76527790282049
KCNA3	3.54653395392799
BTBD1	8.65313262750087
TARS2	5.39286399474951
SKIV2L2	7.04551555228002
ABCF1	7.53238089681428
CDT1	3.34180776439695
ZHX2	7.87060440526885
FCF1	4.88324531764453
LRRC49	3.73610976107696
GUCY1B2	3.55621016849315
CD28	3.35629761363552
SMARCA4	5.79916272739059
SEPT2	9.0550323174261
SOHLH2	3.51324869418969
MCOLN3	4.20219902004386
LRP8	4.99008430933659
TAGLN3	3.51723204951099
MASP2	3.53641845345708
GPATCH3	3.87703132156336
TTRAP	8.31381208056374
AGL	7.53207133828112
NFE2L3	4.99277025257395
PSD4	3.53816690330077
PALMD	5.71167001899751
CCNB1IP1	7.20450935509801
TMEM43	7.65307313256768
OBFC1	6.059377305752
STAT5B	4.61089327164855
C14orf79	4.67699308464
ENPEP	3.66922353485577
SSB	7.39454119629375
SCT	3.04027634126875
TIMM23	7.41580468184833
SKI	3.66004040910156
SLC22A13	3.08466924427950
AKAP3	3.53328968509075
OAS2	5.55740889252754
KIAA0423	6.37718020733026
SEC61G	9.92378083908917
CAPN11	3.01391214312512
TMEM50B	7.90245764654552
DEGS1	6.99457839151143
ARHGEF4	3.45431322672156
DBNDD1	4.48129576701044
TBL1XR1	5.40355442956632
FAIM	6.36479525117221
SP140	3.65572145114267
G6PD	5.94050582680843
NUDC	6.77344198391456
GABRP	4.24918262171464
SCARA3	5.29084416271026
TACSTD2	6.22352981009068
EIF3J	6.3576627404165
PPP2R2A	7.74225751707132
CPA3	4.09787653195924
PVALB	3.02131110339326
BCAT2	5.83132212900304
MFN1	6.45663440947635
F10	3.14387051014022
