Hybridization REF	TCGA-D8-A140-01A-11R-A115-07
TBCCD1	-0.467333333333333
ZBTB7C	0.006
AP2S1	-0.436375
P15RS	1.3796
VAT1	-0.869
SHANK3	0.454666666666667
TUFM	-0.891666666666667
THEG	-1.05275
KRT34	-2.31625
SGSM3	-0.814875
TOMM22	-0.348625
SOCS3	0.4255
CPO	2.2575
POP4	0.50975
BHLHB3	0.8575
MALL	1.39925
OR1B1	-0.0915
PARK2	0.536833333333333
GPR124	0.288875
LCE1E	0.3515
RUVBL2	-0.978
CGRRF1	1.191
ACPL2	0.13725
WNT10B	-0.82325
BAIAP2L2	-1.856875
ISCA1	0.822
C1orf125	0.99025
RPAP1	-0.48175
RAI16	-0.6205
RPL27	-1.091875
NLRP9	0.0865
EPN1	0.406
LOC388610	-2.7795
SLC35A1	0.5393
GAL	-3.4565
SLC14A2	0.22225
RDH11	-0.478333333333333
FAM138F	-0.406
AUH	0.74975
FLJ40243	0.006
C14orf129	0.906166666666667
MBD2	0.469333333333333
ABHD14B	-0.432875
PIGT	1.22625
ALS2CR4	0.259125
ALAS1	0.024
FOXO1	0.877666666666666
CRLF3	-0.3965
C20orf107	-0.1855
FARS2	-0.064
CCDC28A	-0.19825
NPHP3	-0.94525
OR13F1	0.334
TSEN54	-0.1385
DEFB106B	0.2355
OR8B4	0.4525
STH	2.14125
ZC3H14	-0.224125
CBX2	-0.4425
TMEM49	0.623
C6orf21	0.2475
FLJ20920	1.693125
CRTAP	-0.108
DDX50	-0.45875
STYXL1	0.14375
BLVRB	0.8785
LOC147650	-0.716666666666667
MMP24	-0.0275
GRID1	1.82016666666667
BANF1	-0.228333333333333
CTAGEP	0.39575
HMBS	-2.18675
SLC25A24	0.730833333333333
C14orf50	2.49575
MRO	1.23
SLC25A15	-0.911
FAM84B	0.2302
TDP1	-0.211
C16orf78	-0.394166666666667
C11orf57	-1.05975
RFK	-0.387625
ZFYVE9	-0.178125
STCH	0.1282
WIBG	-0.11525
LOC283871	-0.828
GBA2	-0.5547
NDUFB3	0.4725
HSD17B13	-1.802
GRIN3A	2.0485
FMNL1	-0.7955
SEPT7	-0.3282
GNLY	3.946
GRAMD1C	2.127
ZNF165	1.3825
USP38	1.85
FAM83A	-2.69733333333333
C14orf24	0.816833333333333
ARMCX3	1.142
ARHGDIB	-0.0775
AK1	0.2565
KIAA1045	-0.199
DNAJB13	-0.172
NEU2	1.0685
HIST1H4B	-1.3565
FAM20B	0.2325
HES2	-0.472857142857143
FAM73B	-0.4392
LOC388381	0.9745
INTS7	0.509272727272727
AMPH	2.22175
ZNF775	-0.58125
UCKL1	-0.279666666666667
C10orf97	0.086
C1orf161	0.0765
ALDH1L1	-1.20725
FLJ39378	0.11775
SLC23A1	-0.22
RBM4B	0.9175
THAP4	0.102
OGFRL1	-0.27625
KIAA0831	0.645125
PPP1R15A	-0.390666666666667
C1orf96	0.245357142857143
C12orf11	-1.10925
BMF	0.933125
MAN1A1	-0.383375
KIAA1600	0.7705
NLGN4X	-2.24325
ALOX12	-0.533166666666667
RB1CC1	0.9142
NEIL2	-0.1176
EIF4E	-0.116590909090909
ABHD5	0.417
EXOC4	-0.3625
CIP29	-0.459166666666667
BATF2	1.932
SLC29A4	-0.588125
HTR4	1.6845
EMB	-0.16075
TRAF6	1.40625
LMNB1	-2.35125
FAM19A5	-1.175
SHE	2.067
PIK3C2B	1.41275
C15orf15	-0.7889
USP15	-0.0877
TCEAL2	0.22475
C5orf39	0.086
PTGER2	-1.7515
SLC31A1	-0.8620625
IFT172	-0.40675
ADAM29	0.3685
GFOD1	-0.31875
ST7L	0.489166666666667
C15orf26	-3.62775
PKN3	-1.557
CNTD1	3.4465
COMMD1	0.238
NTRK2	2.83933333333333
FOXN3	0.391625
MFGE8	-0.4989
PFKFB2	0.248666666666667
TAS2R4	0.04125
ENTHD1	0.0621666666666667
PRMT5	-1.064625
MGC16384	-0.07175
LOC442229	-0.42125
TSKU	2.76825
KRTCAP3	2.47275
PDLIM1	-0.7691
KCNS2	0.3665
RNF126	-0.589833333333333
CEP63	0.321875
CLIC4	-0.425625
hCG_1990170	-0.615
ACR	1.0618
KLK7	0.5765
ALOX5AP	2.43675
RIPK3	2.834
TAS2R9	0.2965
C19orf18	1.266
BIRC6	0.199714285714286
ZNF16	0.775
RFT1	-0.07525
SLC8A2	-1.033
TACC1	-0.630875
ITGAD	1.54825
SAMHD1	1.4625
SH3PXD2B	0.8855
EPC2	1.26
C20orf85	0.183375
ATP13A2	0.569333333333333
KRT4	0.050125
CAPNS1	0.01725
MDM2	-0.0575833333333333
PCDH20	3.21525
KCNK9	0.4905
OR2C1	-0.015
KLHDC3	-0.734333333333333
IPPK	-0.0365
EFHD2	-0.315
GALR3	-1.098
NBEA	0.888666666666667
ABCA6	3.3495
CLDN3	0.917666666666667
AKT2	-0.596
EGFR	-2.4909
RBM16	0.07175
ZDHHC3	0.0142
SLC25A4	0.3835
CYB5B	-0.6235
CPXM1	-0.63825
NDRG1	-0.684846153846154
FLJ43826	0.19175
OR5L2	0.0503333333333333
FARP2	0.3196
MRPL46	-0.423166666666667
LDHAL6B	0.0796
MAPKAPK3	-0.636333333333333
NCAM2	1.51925
PRKD2	-0.108166666666667
ZFP36L1	1.0451
CYSLTR1	0.334
OR4C3	0.1315
HIST1H2AJ	2.5975
CCNB2	-1.90033333333333
ZNF10	0.92325
TMEM175	0.09
FAM134A	1.12883333333333
TIGD4	-0.032
PCNP	-0.704
MGC39715	0.42375
LQK1	-0.6955
CREB1	1.5778
TMPRSS3	-2.49725
C4orf32	2.314875
LAT	-1.18233333333333
KCNA3	1.6905
SKIV2L2	-0.1815
ROPN1B	-4.219
tcag7.23	-0.3425
CDT1	-2.00925
ZHX2	1.1475
CD28	-2.223
ZNF624	1.513
SEPT2	0.082
SOHLH2	-0.33675
MCOLN3	2.444625
UNQ1945	-0.1625
MASP2	-1.443
ZNRF3	1.4275
GPATCH3	-0.76975
AGL	1.244
QRICH2	-0.692
PSD4	0.987666666666667
CCNB1IP1	-2.52275
ENPP7	0.00375000000000002
OBFC1	0.26075
KCNG3	-0.72125
C14orf79	-0.0495833333333333
ENPEP	2.6695
SCT	1.575
SKI	0.296
SEC61G	-0.51175
CAPN11	0.6365
ATXN7L3	-0.7435
DBNDD1	-0.481833333333333
FAIM	0.88925
ANKRD36	0.963
GABRP	1.09233333333333
TACSTD2	2.259
EIF3J	-0.421
PPP2R2A	-0.6425
TEKT4	-0.4565
PVALB	-2.5725
F10	-2.47283333333333
FAM134C	0.5623
COMP	3.300625
EFCBP1	-2.602
SCLT1	0.8585
TAL1	-0.9577
ACSL1	-0.15575
ABCC5	1.0835
ABL1	-0.707444444444444
RBBP7	-0.428583333333333
PTPRG	0.691
NCOR1	0.4437
SPINK4	-1.92316666666667
TXNRD1	-1.5693
TNRC15	0.9145
C9orf138	1.1575
UBE2H	0.722333333333333
BRDT	-0.000500000000000019
C8orf31	-0.235
CCNE2	-0.162909090909091
SLC6A8	-1.90375
CALCR	-3.8405
PPP1CB	0.111
ABHD8	0.34325
ARF5	-0.6271
SLC24A4	0.92775
CCT3	-0.2985
ZNF121	1.120375
SLC3A2	-0.7027
OR13A1	0.3335
SLC5A10	1.98475
RAD50	0.25475
IER5	-0.29675
MTHFD1L	-2.225125
MBTPS2	0.71075
MVK	-1.419125
NCL	-0.4151
PSMD10	0.098
MOBP	0.04825
FLJ32894	0.106
HRH1	-0.0968333333333333
C5orf30	2.00175
NUDT16L1	0.1454
RASGRP3	3.94583333333333
PRKRIP1	-0.468
CCDC75	0.10475
LOC253970	-0.18175
KIAA1239	1.035
MED21	-0.0635
SYT11	0.1435
NTSR2	-0.461
EGFL11	0.132
CXorf59	1.012
OR2A25	-0.40475
SPTBN2	-0.7455
LRMP	-0.649666666666667
RNF111	0.35225
PTH	-0.0545
LOC619208	0.169
KIAA0895	0.89775
RANBP5	-1.11
P2RY10	2.18716666666667
NME5	-0.0988333333333333
DDX21	-1.051
LRSAM1	0.467
HDAC11	0.516833333333333
VMO1	1.08325
NOLA2	0.123833333333333
ADAR	1.66025
MTO1	-0.910833333333333
SF4	0.305666666666667
P2RX1	1.27433333333333
HBM	-0.026
EN2	-1.5235
C14orf172	-0.48325
TM9SF2	1.0876
INHBE	-1.23166666666667
TCTE3	-0.423166666666667
TOX2	-2.44475
CTAGE3	0.6025
HBB	2.972
MED15	-0.6765
CASR	0.50425
C6orf66	-1.2605
MTPN	-0.702
UNC50	0.662
C21orf33	0.1195
IRF2	1.404875
PGR	-2.17233333333333
GPR84	2.08675
CROCCL1	-1.382
SRPX	-1.97925
BRE	0.186166666666667
FGF10	1.07675
SDC3	0.016
ZRSR1	0.278333333333333
DKFZP434P211	0.00150000000000001
SOX6	-0.645
RPUSD2	-0.37575
C14orf173	-0.638833333333333
MAPK11	-0.717166666666667
TBC1D22A	0.03
FAM123A	-0.948
COL4A6	-0.113333333333333
TOMM70A	0.2745
NAB1	-1.579125
MGC16385	-0.088875
TSPAN18	-0.194833333333333
MED31	0.3355
PLG	-0.68875
CAPSL	-0.0005
ZNF532	1.2108
ASB14	-0.00150000000000003
CA8	0.67425
NUDT16P	2.30766666666667
SLFN11	-0.272
LRRIQ2	0.706125
NOL7	-0.368166666666667
BRMS1L	-0.69875
JARID1A	0.411
PANK2	-0.4625
ICAM3	0.18875
MDS1	0.5125
TAF8	-0.23975
RNF139	1.32125
ZNF594	0.380333333333333
ADAM8	1.34225
SFTPC	-0.324875
MAN2B2	1.0385
RGS12	0.459625
EIF1AY	-4.71133333333333
LRRIQ1	-2.6825
GPR150	-1.30025
CCDC21	-1.3705
PRRG3	0.385
SAA4	-2.976
RAPGEF5	0.281125
ZCCHC2	0.917083333333333
MGC39372	1.721
PPP4R2	0.662
CDCA2	-2.1805
OR4D5	0.370333333333333
PTGFRN	0.5069
SIGLEC5	1.181
C19orf61	-1.01133333333333
NMUR2	0.1295
KIAA1586	-0.245
DAGLA	0.467166666666667
CHCHD6	-0.56025
GPR32	0.4875
NEUROD6	-0.0348333333333333
SLC2A4RG	0.1679375
CA5B	-0.34375
FBXL3	0.81575
MPHOSPH9	-0.28475
HMG2L1	0.6165
HCN4	-1.29066666666667
CEACAM19	0.803
SH2D4B	0.3685
HFE2	-0.981
TGM4	0.1974
LYPD2	0.017
TBC1D15	1.0325
MRPS21	-0.862
NONO	-0.6432
CLEC5A	1.429625
ITCH	-0.1818
MGAT3	-0.235666666666667
MBP	-0.514
RPP25	0.255
SOSTDC1	-2.26875
HRC	-0.9735
TRIM48	-0.0585
TMEM133	0.34425
ECEL1P2	-1.9175
HOXC11	1.82
DOK5	-1.123
HELZ	1.32
LOC348180	-1.168
MGC33894	0.157
ADRB3	-0.2635
DMD	-0.407666666666667
PTRH2	0.98575
MPEG1	2.67783333333333
NDUFA12	-0.728833333333333
KRTAP2-4	-0.59975
STAMBPL1	-1.1115
ADCY2	-0.764
UNQ6125	0.45
KLHL20	0.748833333333333
SRM	-1.0525
OTC	-0.31625
TMIE	-0.132166666666667
SNX8	-0.22025
LIPK	-0.095
CHURC1	0.92325
KLC2	0.607333333333333
HDAC1	-0.408333333333333
FAM128A	0.472
FNDC3B	0.2749
MTCP1	-0.520666666666667
WFDC10B	2.1066
PCDHGB3	0.2145
ATRNL1	-2.1059
CAV2	0.73975
MED26	0.873166666666667
DUS1L	-0.28425
CHRM3	-1.432875
NEK9	-0.08125
WARS2	0.61075
TBX22	-1.183
TOMM40	-0.81625
RP6-213H19.1	0.652166666666667
TUBGCP5	0.111
IGSF6	4.34225
TPPP	-0.146666666666667
UNQ6190	-0.5515
GSTM5	2.035625
BTD	1.36866666666667
PDCD1LG2	1.07966666666667
SNRPB2	-0.340666666666667
ERICH1	-0.72275
APOA4	-1.151625
HOXA11	-1.57425
NARG1	-0.305
MKX	-1.21875
RAB28	-0.254
PKP3	1.194
SH3GL2	-2.50275
CTSO	4.2175
RPN2	0.99625
IL28RA	0.242833333333333
SFMBT1	0.4825
WDR57	-0.284625
FER1L3	1.43075
HSF5	0.144
TTC9B	0.97425
C4BPA	-3.61866666666667
ALB	-4.35728571428571
SORBS3	0.58425
UPF2	0.366
JPH1	0.5895
AGBL2	2.8165
DOPEY1	0.287
TERF1	0.39
KIF22	-0.227666666666667
NINJ1	0.638
SEC61A2	0.189666666666667
HIST1H1D	1.12916666666667
SFXN4	-0.11475
UCP3	0.8492
ZNF703	1.63733333333333
MYL6B	-0.27725
TREM1	1.216
OR52E6	0.398
CKMT2	2.56175
HLA-C	2
SLC13A3	-1.38833333333333
TIMP4	-0.6235
SLIT2	1.80075
RSF1	0.642055555555556
LONRF1	-1.22321428571429
MON1A	-0.0726666666666667
CACNG6	-1.91483333333333
DPPA4	-4.6395
ZSWIM3	0.943
ZNF804A	2.39483333333333
CCIN	1.37775
SLC25A31	0.5295
KCNMB4	-1.1395
RABL5	0.875125
GALNS	0.6504
STX6	0.3375
HIST1H1C	2.637
CIDEB	-0.309375
CASP4	0.649166666666667
PDK3	0.7497
KCNJ11	1.488
TPR	-0.18725
ZSCAN20	-0.4885
MTX2	-0.0935
HIST1H2BH	1.41275
LOC283767	2.64925
LYRM7	-1.31355555555556
BRD3	-0.116166666666667
HIST1H2BO	1.471
MAGEB10	0.914
SLC45A1	1.5745
SERPINA3	1.9048
KIAA0143	1.32975
KCNJ16	0.312166666666667
KRT79	-0.38125
FABP2	-1.1315
NUT	-0.89625
ZNF57	0.26425
FBXL4	0.861875
CLEC9A	1.222
UGT8	-1.073
BMP2K	-0.000500000000000014
MAPK4	-3.39775
SLC25A23	-1.0473
HINT1	-0.4842
KRTAP13-1	0.1715
SFXN5	0.9942
CHCHD2	0.247333333333333
FAM3D	0.3615
NDP	-3.808
RHOBTB1	1.55133333333333
SLC4A4	-1.22275
RPL38	0.7205
HTF9C	-0.275666666666667
AP2A2	0.33675
ZBTB46	-0.665
MAP7D1	-0.16675
AOX1	-1.38
CYR61	-0.00133333333333331
DTNA	0.0703571428571429
JRKL	-0.25925
TMOD3	0.01775
EEA1	-0.5556
ADCK5	-0.509
IL1R1	0.0425
KLK3	-0.0997142857142857
HRSP12	0.31125
KTN1	0.6565
LOH11CR2A	0.3174
RELL2	-1.4785
MAB21L1	1.65775
C20orf59	-0.954666666666667
PHKB	0.342
ADAM2	-1.66016666666667
TBC1D8B	1.61533333333333
FAM13A1	-1.2323125
LAPTM4B	-0.418166666666667
LCN8	-0.1345
TMEM147	0.6065
SYT4	-0.467
XPO7	-1.296
C9orf62	-1.26225
GPR75	0.237
TRIM5	0.575125
APOC1	-0.203666666666667
RNASE4	1.48416666666667
PARD6B	0.278125
ARID1A	0.08975
TPD52L3	0.4226
RRAGB	0.537166666666667
RCN2	-0.4145
HIST2H2BE	1.823625
STARD7	-0.44325
SHMT2	-1.6715
KIAA1751	0.901
MLYCD	0.49275
LOC162632	1.2056
UQCRH	-1.00775
RP11-217H1.1	0.4725
SDHA	-1.61416666666667
NCLN	-0.4329
ZNF17	1.1375
RCBTB2	-1.3
VEGFB	0.0776
RP4-747L4.3	1.1115
COLQ	0.7824
MPN2	-0.305
DRG2	-0.32025
KLRB1	5.36275
ALPK2	-2.163
DNASE2B	5.044
FLJ23834	-0.4755
AXUD1	0.024
SAFB	-0.4759
NSUN4	-0.3225
RFX2	-1.48116666666667
MAPK8IP1	0.604833333333333
FANCD2	-1.19057142857143
ANKZF1	-1.037
C19orf50	0.54075
DUSP8	0.31325
SENP5	-0.228
NFKBIL2	-0.61225
LBR	-1.6255
IGFL1	-0.7115
LZTS2	0.743875
IL2RG	0.3325
CCDC51	0.4425
KLF3	0.991375
ANKRD37	-1.41425
KCTD14	-0.175166666666667
FZR1	-0.132416666666667
SLC44A4	2.6271
ESPL1	-1.146625
GMPR2	-0.233
TBC1D19	-0.6565
ERGIC1	0.286444444444444
ERBB4	4.2052
TSPAN32	-0.257583333333333
MAP4	-0.7075
GPHN	0.231
SLC6A2	-0.506
HIVEP1	0.30275
DFFB	-0.4872
EIF4EBP2	0.329375
DMRT1	-0.55475
HSPB6	-0.247
IER2	0.148833333333333
AIFM1	-0.2955
WWC2	-0.82475
MRPL4	-0.4935
FLJ21062	0.829166666666667
EPB41L4A	0.470833333333333
SH2D6	0.379
TAF4B	-1.24025
GAL3ST3	-0.181
MALT1	-1.11916666666667
RTDR1	0.233
ARVCF	-1.002125
MEX3B	-0.141333333333333
FBXO16	1.04
KIF7	-1.9485
C1QC	3.16
ZNF783	-0.54
ZNF85	1.42925
MMP13	0.7845
KIAA0329	0.057125
RTP3	-0.6965
ZBED3	-0.36875
CLGN	-0.26875
SLC25A37	-2.157125
hCG_18290	-0.2135
OR5AS1	0.562
SMARCC2	-0.145916666666667
FAM109A	-0.755333333333333
CCDC12	-0.06825
USF2	0.4111
DEPDC7	-2.86825
C20orf24	0.1295
JMJD3	0.6035
DSP	0.612071428571428
SLIC1	0.342375
FAM20A	0.353625
IRF2BP2	1.661625
ZNF230	0.673
MSN	-0.4495
SLC9A5	-2.102
EPDR1	-0.2734
MUSK	0.1645
ZNF434	-0.3185
SMARCD1	-0.467333333333333
ZFP106	-0.02875
ZNF347	0.3106
