Hybridization REF	TCGA-A2-A04R-01A-41R-A109-07
EMILIN1	0.935875
NDUFS4	0.21175
COL18A1	0.074625
PDZD3	-0.1564
C9orf16	0.366333333333333
ERBB2IP	0.741333333333333
EMX2	3.11175
FUS	-1.11975
TF	-3.7509
CLCN4	-1.642
CXorf56	0.327
C11orf72	0.0915
ELAC2	-1.14408333333333
NPR1	-1.1425
ASS1	-3.23233333333333
USP42	0.144875
POLR2J	0.0755
SEC23IP	0.911
UQCRC1	0.283
LOC729603	-1.2455
C1orf71	0.04875
POLG	-1.04
ADAM23	-3.529
TFR2	-1.77575
RICTOR	-0.2785
MGC39606	0.1425
C19orf55	0.0675
SNAPC1	-1.51716666666667
GNA11	0.765375
CCDC52	0.806666666666667
FSIP1	7.2055
UPF3A	-0.3755
IGSF11	-2.923
LAGE3	0.64025
CHST6	-2.0655
UNC13B	-0.583125
TTLL4	-0.87025
ZNF687	0.256
SDC2	-0.3626
COX7A2	0.115
LAMB4	-0.09175
FAM24A	0.83
LRRTM3	-1.16216666666667
GPHB5	0.1435
OR4C13	-0.0325
EIF3EIP	-0.471428571428571
HABP4	-1.599
TMEM125	3.08775
CNTN2	-0.0515
ASNSD1	0.01225
FUT4	-0.901
ACF	-3.95625
LOC158381	0.8595
CDH8	0.079
AGPS	-1.52533333333333
C4orf18	5.39875
PECI	-0.0860833333333333
UNG	-0.798125
GSTP1	-2.41775
DCUN1D5	-1.687
DKFZP564J0863	-1.527
SLC9A3R1	2.77225
BCDO2	-1.36675
CHMP7	-0.56825
REM2	-0.091
DNHD1	-0.706125
FKBP4	0.13675
ZNF350	1.413
MGC11102	0.1435
BST1	0.46325
KISS1R	1.686
NCR2	0.2965
DEFB125	0.5855
UBE2W	1.741875
KRT15	0.4405
C10orf99	0.1535
SCN11A	0.146125
GFI1	-3.4355
RDHE2	-0.777
FHL1	-1.42066666666667
OSGEP	0.283166666666667
GATA1	-3.17183333333333
SMC6	-0.52775
TTTY14	-0.69475
LPIN3	0.092
RPL4	-1.1091
RBPMS	0.3871
PRPF3	-0.824333333333333
EMR1	-2.3125
SPATA19	-0.0095
XCR1	0.355
IRX3	3.0061
RBM6	-0.85525
KLF4	-1.7687
UNC5CL	-0.13125
SEBOX	0.1835
BTK	-2.5035
KRCC1	1.1535
C6orf27	0.4555
SYTL5	-0.9255
PRND	1.095875
LOC653319	-1.6435
PIGL	-0.466375
HUS1	0.0931666666666667
SFRS6	0.8975
C17orf77	0.6075
UIMC1	-0.648333333333333
FXYD2	-1.5279
LOC283152	0.981
ZNF667	-1.2585
ZCCHC12	0.3135
TFEC	1.4763
ATP7B	0.7995
POLD2	-0.797166666666667
RG9MTD1	0.15475
ACOT2	1.63083333333333
HIST1H4I	0.0773749999999999
PPARGC1A	-2.469
ETFA	-0.9395
POLRMT	0.013
ZNF146	-0.897125
MIA2	-0.7325
KLHL6	-1.66566666666667
HOXB5	-0.955875
NENF	1.72966666666667
CUGBP1	0.5715
PRSS22	1.69316666666667
CASC4	1.9104
CUL4B	-0.2985
CENPJ	-0.9587
PITX1	0.423666666666667
FLJ31033	0.881
CELSR3	0.334166666666667
ZNF568	0.56825
ITSN1	-0.167166666666667
EHBP1L1	-0.736666666666667
C19orf2	-1.00325
DCTN1	-0.32
LIN28B	-2.97666666666667
TNKS2	0.13525
C1QBP	-0.9835
CADPS2	1.321
SRMS	0.5745
GJA9	0.00733333333333333
MGC24975	-0.977666666666667
TRIM45	-0.374666666666667
TSP50	1.3105
TCP1	-1.74975
TMED7	1.2156
CMA1	0.395
CENPL	-0.248333333333333
PTCRA	0.0555
FST	-3.9765
VWCE	-4.2585
PAWR	0.9775
ABCC12	-0.0443333333333333
LDLR	-0.5085
ASTN2	1.0352
LOC441212	-0.030625
GPATCH8	-0.20275
TANC2	1.89225
KIF4A	-0.59075
C18orf18	-0.96275
PGM1	-1.23175
KIAA0258	0.84475
CPD	1.19875
SNCAIP	-1.403
DCT	-4.22983333333333
HLA-DOA	1.62381818181818
OR11L1	0.532
UPK1B	-0.498666666666667
DNAJB4	-1.578
UGT1A8	-0.60275
HIST1H4L	1.9575
PECR	-0.645666666666667
HSPA2	3.311
WFIKKN1	-1.948
SERP1	1.743125
SYDE2	2.50925
TACR2	0.3145
NUP85	0.6205
CD177	-0.850833333333333
LGR5	-2.44716666666667
PIGG	-0.341166666666667
PTHR1	-1.89283333333333
RAB5A	-0.1516
FLJ13224	-0.323
USP9Y	-2.3145
C7orf53	-1.3915
LRP1B	-1.71975
XAF1	1.0957
ABCG8	-1.065
ANKDD1A	-0.788333333333333
DAND5	-0.9585
SPAG6	0.356166666666667
LINCR	1.19625
ZDHHC22	-1.0285
CCDC60	0.739
THOC7	-1.22816666666667
TCTA	1.1929
OR8K3	-0.0425
NY-REN-7	-0.643
B2M	0.541833333333333
C6orf141	1.385875
LPPR4	1.60025
SQLE	0.74825
SEPHS1	-0.56025
BTBD14B	0.839928571428571
PLRG1	-0.31675
SPG7	-1.080625
ZNF614	-0.304166666666667
PARD6G	1.92666666666667
INPP5B	-1.3663
GRPEL2	0.21325
PPID	-0.2289
TRIM56	-1.2585
UBE2J1	-1.073375
IL20RA	2.79075
LOC387856	0.24425
C1orf107	0.62025
UTS2R	2.2745
C19orf22	-0.6155
SAFB2	0.017
KIAA0652	0.023625
KLRG1	-1.11966666666667
MS4A8B	5.65366666666667
FRAG1	0.16
KIAA1546	0.82025
E2F4	-1.9171
CLEC4M	0.122833333333333
BTBD14A	-1.77475
KIAA0999	1.0085
GYPA	-3.65716666666667
TAC1	1.8039
TRAIP	-0.322333333333333
KIAA0232	1.6028
ERCC8	-0.895375
GPX4	1.107
KIAA0368	-0.331125
GPR157	-1.04366666666667
CTAGE4	0.2715
C9orf30	-1.9475
OR52A1	0.1725
HSP90B3P	0.2375
ALG9	-0.2741
BTBD10	1.14
SDK2	-0.107
BAIAP3	-0.39
RABGGTB	-0.197125
ANKRD40	0.1625
KRT74	0.4825
CALCOCO2	0.575357142857143
SNCA	-3.635
TMSL8	-3.650625
C2orf53	0.3165
ESRRB	-0.87975
ARHGAP26	-1.89975
TDRD9	-2.92175
HRAS	1.16866666666667
KLRC4	-2.0195
JAGN1	0.389
BSDC1	0.063
RNF43	1.7915
NDUFAF1	0.2785
PHF12	-0.12525
OR1L3	0.18125
FOLR2	0.584833333333333
LYZL6	0.397166666666667
tcag7.1260	-2.394
WSB1	-1.003
PROS1	-1.2435
OSTN	0.8025
PSMB8	-0.37
SOCS4	-0.589
DDIT4L	0.7705
MAS1	0.1385
MGC34796	2.39225
CSHL1	-0.0388333333333333
TBCCD1	0.491666666666667
ZBTB7C	0.7115
AP2S1	-0.23775
P15RS	1.1233
VAT1	-0.2589
SHANK3	1.08616666666667
TUFM	-0.373333333333333
THEG	-0.3685
KRT34	-1.80325
SGSM3	-0.47975
TOMM22	-0.338125
SOCS3	1.3
CPO	0.339
POP4	0.21175
BHLHB3	0.274
MALL	0.998
OR1B1	0.278
PARK2	0.112833333333333
GPR124	-0.07875
LCE1E	0.1865
RUVBL2	-0.22375
CGRRF1	0.9325
ACPL2	0.733
WNT10B	-2.86925
BAIAP2L2	-2.2075
ISCA1	-0.4805
C1orf125	0.200875
RPAP1	-0.68025
RAI16	0.317166666666667
RPL27	-0.012375
NLRP9	-0.1375
EPN1	0.2805
LOC388610	-2.741625
SLC35A1	-0.3202
GAL	-3.44175
SLC14A2	0.12625
RDH11	-0.814333333333333
FAM138F	-0.37
AUH	-1.14325
FLJ40243	-0.1395
C14orf129	0.795833333333333
MBD2	0.270333333333333
ABHD14B	0.222
PIGT	1.588125
ALS2CR4	0.07
ALAS1	-0.0322
FOXO1	1.0095
CRLF3	-0.843875
C20orf107	0.171
FARS2	1.0485
CCDC28A	-0.348
NPHP3	-0.633
OR13F1	0.5075
TSEN54	1.10325
DEFB106B	0.0197
OR8B4	0.318
STH	2.5185
ZC3H14	-0.63675
CBX2	0.224
TMEM49	-0.71525
C6orf21	0.43
FLJ20920	0.9705
CRTAP	0.0295714285714286
DDX50	-0.24875
STYXL1	-0.20125
BLVRB	1.4565
LOC147650	0.0161666666666667
MMP24	-0.1145
GRID1	1.51433333333333
BANF1	-0.685333333333333
CTAGEP	-0.01775
HMBS	-2.2565
SLC25A24	-0.284166666666667
C14orf50	1.7715
MRO	0.828666666666667
SLC25A15	-0.168
FAM84B	1.6589
TDP1	-0.7885
C16orf78	-0.122833333333333
C11orf57	-0.39475
RFK	-0.38
ZFYVE9	-0.6265
STCH	1.1165
WIBG	0.48125
LOC283871	-0.185666666666667
GBA2	-0.5978
NDUFB3	0.62275
HSD17B13	-0.94075
GRIN3A	0.477833333333333
FMNL1	-2.1565
SEPT7	-0.3467
GNLY	2.1735
GRAMD1C	1.7885
ZNF165	0.71575
USP38	1.8275
FAM83A	-3.12216666666667
C14orf24	1.19408333333333
ARMCX3	1.81725
ARHGDIB	0.0265
AK1	1.207875
KIAA1045	0.00424999999999999
DNAJB13	-0.671166666666667
NEU2	0.00549999999999995
HIST1H4B	0.737833333333333
FAM20B	0.3458
HES2	-0.238428571428571
FAM73B	-0.3125
LOC388381	-0.469
INTS7	-0.466272727272727
AMPH	2.33075
ZNF775	0.45325
UCKL1	-0.118833333333333
C10orf97	-0.492
C1orf161	-0.166
ALDH1L1	-1.46575
FLJ39378	0.27575
SLC23A1	0.0685
RBM4B	0.1915
THAP4	0.423666666666667
OGFRL1	-0.561
KIAA0831	0.32925
PPP1R15A	-1.06666666666667
C1orf96	0.645857142857143
C12orf11	-3.061
BMF	0.82875
MAN1A1	-1.864375
KIAA1600	0.820166666666667
NLGN4X	-2.12775
ALOX12	-1.35233333333333
RB1CC1	0.7725
NEIL2	0.1608
EIF4E	-0.301181818181818
ABHD5	0.08675
EXOC4	-0.11
CIP29	-0.445333333333333
BATF2	-1.42275
SLC29A4	-1.438875
HTR4	0.23675
EMB	-2.17375
TRAF6	0.24925
LMNB1	-1.12
FAM19A5	1.078
SHE	1.20825
PIK3C2B	0.3195
C15orf15	-0.2369
USP15	0.0939
TCEAL2	1.116
C5orf39	-1.537
PTGER2	-1.677
SLC31A1	-0.6613125
IFT172	0.0725
ADAM29	0.20775
GFOD1	-0.01675
ST7L	0.086
C15orf26	-3.19425
PKN3	-0.44275
CNTD1	2.36816666666667
COMMD1	0.586875
NTRK2	2.53808333333333
FOXN3	-0.13325
MFGE8	-0.2058
PFKFB2	0.1645
TAS2R4	-0.209
ENTHD1	0.359
PRMT5	-0.566875
MGC16384	-0.58475
LOC442229	-0.636
TSKU	-0.67975
KRTCAP3	4.303875
PDLIM1	0.5929
KCNS2	0.26325
RNF126	-0.404166666666667
CEP63	0.255
CLIC4	-1.21575
hCG_1990170	0.204
ACR	0.0978
KLK7	0.694
ALOX5AP	2.337375
RIPK3	4.8975
TAS2R9	0.265
C19orf18	0.967
BIRC6	-0.298857142857143
ZNF16	1.9485
RFT1	-0.66175
SLC8A2	-0.5055
TACC1	-0.000250000000000028
ITGAD	0.938
SAMHD1	0.196
SH3PXD2B	0.3424
EPC2	0.71575
C20orf85	0.14075
ATP13A2	0.222666666666667
KRT4	0.431125
CAPNS1	0.01475
MDM2	0.817166666666667
PCDH20	1.91725
KCNK9	0.915
OR2C1	-0.332
KLHDC3	-0.940666666666667
IPPK	-0.428
EFHD2	-0.2925
GALR3	2.23375
NBEA	1.53833333333333
ABCA6	2.3327
CLDN3	1.95116666666667
AKT2	-0.653285714285714
EGFR	-2.2197
RBM16	-0.148875
ZDHHC3	0.0737
SLC25A4	0.913
CYB5B	-2.23616666666667
CPXM1	-0.07925
NDRG1	-0.782153846153846
FLJ43826	0.56075
OR5L2	0.255833333333333
FARP2	0.8355
MRPL46	-0.0883333333333333
LDHAL6B	-0.0808333333333333
MAPKAPK3	-0.273666666666667
NCAM2	-3.53125
PRKD2	0.2625
ZFP36L1	0.8957
CYSLTR1	-0.91675
OR4C3	-0.10475
HIST1H2AJ	3.2675
CCNB2	-1.00977777777778
ZNF10	-2.063
TMEM175	0.553
FAM134A	1.37283333333333
TIGD4	-0.507
PCNP	-0.53075
MGC39715	-0.22725
LQK1	-2.36975
CREB1	0.9185
TMPRSS3	-2.3445
C4orf32	2.92075
LAT	-2.369
KCNA3	-0.537
SKIV2L2	-1.02025
ROPN1B	-1.22025
tcag7.23	-0.7495
CDT1	-2.266875
ZHX2	0.569125
CD28	-3.8935
ZNF624	0.376
SEPT2	0.237416666666667
SOHLH2	-2.85225
MCOLN3	1.304875
UNQ1945	0.33
MASP2	-1.242
ZNRF3	1.2345
GPATCH3	-0.81225
AGL	0.653875
QRICH2	0.0005
PSD4	0.551666666666667
CCNB1IP1	-1.6655
ENPP7	0.05475
OBFC1	0.39225
KCNG3	-0.0355
C14orf79	0.948833333333333
ENPEP	1.36783333333333
SCT	1.221
SKI	0.808625
SEC61G	0.067
CAPN11	-0.5845
ATXN7L3	-0.839
DBNDD1	-0.473666666666667
FAIM	0.91725
ANKRD36	0.985
GABRP	2.74766666666667
TACSTD2	1.662
EIF3J	-0.322
PPP2R2A	-0.72025
TEKT4	0.174
PVALB	-2.5435
F10	-2.43083333333333
FAM134C	0.5945
COMP	5.417625
EFCBP1	-2.348
SCLT1	1.019875
TAL1	-0.7025
ACSL1	-0.05275
ABCC5	1.8305
ABL1	-0.741055555555555
RBBP7	1.25783333333333
PTPRG	-1.026125
NCOR1	-0.4027
SPINK4	-0.391
TXNRD1	-1.9849
TNRC15	1.827125
C9orf138	1.1
UBE2H	0.866833333333333
BRDT	0.2955
C8orf31	-0.15175
CCNE2	-0.839
SLC6A8	-1.60225
CALCR	-4.4595
PPP1CB	0.255
ABHD8	0.14075
ARF5	0.8573
SLC24A4	0.27075
CCT3	0.27675
ZNF121	1.07775
SLC3A2	-0.8651
OR13A1	0.3815
SLC5A10	0.6385
RAD50	0.036625
IER5	1.041625
MTHFD1L	-2.476625
MBTPS2	0.6025
MVK	-0.6335
NCL	-0.0613
PSMD10	-0.04475
MOBP	0.309
FLJ32894	-0.37
HRH1	-0.762666666666667
C5orf30	1.81025
NUDT16L1	1.5699
RASGRP3	3.435
PRKRIP1	-0.5724
CCDC75	0.90925
LOC253970	0.2575
KIAA1239	0.43375
MED21	0.154
SYT11	-0.288166666666667
NTSR2	-0.318
EGFL11	-0.219
CXorf59	0.1215
OR2A25	0.07275
SPTBN2	-1.2765
LRMP	-2.21933333333333
RNF111	0.66975
PTH	-0.4535
LOC619208	0.236166666666667
KIAA0895	1.19275
RANBP5	-0.489125
P2RY10	-0.1405
NME5	3.33116666666667
DDX21	-1.09775
LRSAM1	1.0675
HDAC11	2.079
VMO1	0.59625
NOLA2	0.3155
ADAR	0.916083333333334
MTO1	-1.48466666666667
SF4	0.1705
P2RX1	-0.269166666666667
HBM	0.32225
EN2	2.1425
C14orf172	0.2045
TM9SF2	1.0062
INHBE	-1.5815
TCTE3	-0.516916666666667
TOX2	-3.76225
CTAGE3	0.58925
HBB	4.1861
MED15	-0.699166666666667
CASR	0.30175
C6orf66	-1.10216666666667
MTPN	1.088625
UNC50	0.13325
C21orf33	-0.181125
IRF2	1.101125
PGR	2.795
GPR84	1.70375
CROCCL1	-2.145
SRPX	-1.7905
BRE	-0.0378333333333333
FGF10	0.443
SDC3	-1.3595
ZRSR1	0.0861666666666667
DKFZP434P211	0.20625
SOX6	-0.0265
RPUSD2	-0.2125
C14orf173	0.0125833333333333
MAPK11	-0.795666666666667
TBC1D22A	-0.14
FAM123A	-0.283
COL4A6	-2.9235
TOMM70A	0.2225
NAB1	0.2
MGC16385	-1.557625
TSPAN18	0.861666666666667
MED31	-0.07
PLG	-0.10425
CAPSL	3.266
ZNF532	-0.4731
ASB14	0.342
CA8	-0.73025
NUDT16P	1.9255
SLFN11	-1.699
LRRIQ2	1.3965
NOL7	-0.141166666666667
BRMS1L	-1.243625
JARID1A	1.22616666666667
PANK2	-0.8245
ICAM3	0.08525
MDS1	-0.7035
TAF8	-0.632
RNF139	1.6195
ZNF594	-0.7365
ADAM8	0.82425
SFTPC	-0.21325
MAN2B2	0.852125
RGS12	0.98325
EIF1AY	-4.79525
LRRIQ1	0.267333333333333
GPR150	3.07225
CCDC21	-1.1085
PRRG3	0.517
SAA4	-3.3465
RAPGEF5	3.09125
ZCCHC2	0.99725
MGC39372	0.605
PPP4R2	0.127333333333333
CDCA2	-0.676166666666667
OR4D5	0.207
PTGFRN	0.4188
SIGLEC5	1.842
C19orf61	-0.7915
NMUR2	0.13
KIAA1586	-0.8415
DAGLA	-0.351833333333333
CHCHD6	0.81775
GPR32	0.2045
NEUROD6	0.34
SLC2A4RG	0.313125
CA5B	-0.5555
FBXL3	1.01675
MPHOSPH9	-1.536
HMG2L1	0.3865
HCN4	1.66783333333333
CEACAM19	0.35325
SH2D4B	0.359
HFE2	-1.271
TGM4	0.206666666666667
LYPD2	-0.04125
TBC1D15	-0.25075
MRPS21	-0.3856
NONO	-0.3574
CLEC5A	1.203125
ITCH	0.1739
MGAT3	-1.6395
MBP	-0.249125
RPP25	-2.59225
SOSTDC1	-0.99125
HRC	-1.87825
TRIM48	-0.03
TMEM133	-0.79125
ECEL1P2	-1.997
HOXC11	-1.3555
DOK5	-1.286
HELZ	1.63683333333333
LOC348180	-0.832
MGC33894	0.1885
ADRB3	0.0005
DMD	-0.34475
PTRH2	0.56975
MPEG1	1.60216666666667
NDUFA12	0.588666666666667
KRTAP2-4	0.431833333333333
STAMBPL1	-2.05583333333333
ADCY2	-0.365833333333333
UNQ6125	0.0665
KLHL20	0.759166666666667
SRM	-1.45275
OTC	-0.157
TMIE	0.017
SNX8	0.59425
LIPK	0.173
CHURC1	1.16208333333333
KLC2	0.539
HDAC1	-1.37533333333333
FAM128A	2.32766666666667
FNDC3B	0.4141
MTCP1	-0.172666666666667
WFDC10B	3.5991
PCDHGB3	-0.024
ATRNL1	-1.7977
CAV2	-1.272125
MED26	-0.00833333333333333
DUS1L	0.9695
CHRM3	-1.683125
NEK9	-0.0505
WARS2	0.01425
TBX22	-1.513
TOMM40	-1.10975
RP6-213H19.1	0.534333333333333
TUBGCP5	-0.3375
IGSF6	4.452
TPPP	0.864
UNQ6190	-0.051
GSTM5	0.503875
BTD	-0.579833333333333
PDCD1LG2	-0.655833333333333
SNRPB2	0.471
ERICH1	0.322875
APOA4	-1.755375
HOXA11	-2.7175
NARG1	-0.191125
MKX	-1.22575
RAB28	-0.494142857142857
PKP3	2.032
SH3GL2	-2.1385
CTSO	2.98325
RPN2	0.831375
IL28RA	0.837666666666667
SFMBT1	0.5455
WDR57	-1.5335
FER1L3	1.70291666666667
HSF5	-0.103333333333333
TTC9B	0.971
C4BPA	-3.26483333333333
ALB	-3.73742857142857
SORBS3	1.171375
UPF2	-0.505
JPH1	-0.5405
AGBL2	-0.111
DOPEY1	0.456
TERF1	0.466333333333333
KIF22	-0.127333333333333
NINJ1	0.7485
SEC61A2	0.87075
HIST1H1D	3.11466666666667
SFXN4	0.282875
UCP3	0.2559
ZNF703	2.18416666666667
MYL6B	-0.924
TREM1	2.95125
OR52E6	0.4015
CKMT2	2.1195
HLA-C	0.772375
SLC13A3	-2.7745
TIMP4	-1.3305
SLIT2	1.92525
RSF1	0.454111111111111
LONRF1	-0.131785714285714
MON1A	-0.039
CACNG6	-1.225
DPPA4	-4.924
ZSWIM3	0.2635
ZNF804A	-0.515333333333333
CCIN	1.41625
SLC25A31	0.2275
KCNMB4	-1.213
RABL5	0.54475
GALNS	-0.9453
STX6	1.002625
HIST1H1C	3.14833333333333
CIDEB	0.4985
CASP4	-0.980833333333333
PDK3	-0.1326
KCNJ11	2.0765
TPR	0.020375
ZSCAN20	-1.559
MTX2	0.39575
HIST1H2BH	1.09275
LOC283767	0.29475
LYRM7	-1.68644444444444
BRD3	-0.556833333333333
HIST1H2BO	1.01075
MAGEB10	0.0655
SLC45A1	-0.15075
SERPINA3	4.11245
KIAA0143	1.58775
KCNJ16	-0.0976666666666667
KRT79	-0.376
FABP2	-0.32125
NUT	-0.50625
ZNF57	-0.55475
FBXL4	-0.1225
CLEC9A	-0.0485
UGT8	-1.58966666666667
BMP2K	0.7095
MAPK4	-3.629
SLC25A23	-0.6509
HINT1	0.4492
KRTAP13-1	0.182
SFXN5	-0.0833
CHCHD2	0.845
FAM3D	1.7465
NDP	-3.484625
RHOBTB1	0.477166666666667
SLC4A4	-1.551
RPL38	0.8485
HTF9C	-0.142833333333333
AP2A2	0.489375
ZBTB46	-1.1515
MAP7D1	-0.933375
AOX1	-1.87
CYR61	0.622583333333333
DTNA	2.98614285714286
JRKL	-1.8835
TMOD3	-0.42875
EEA1	0.3013
ADCK5	0.931
IL1R1	-0.144166666666667
KLK3	0.8885
HRSP12	-0.29375
KTN1	0.956
LOH11CR2A	-0.7218
RELL2	-2.1785
MAB21L1	0.86675
C20orf59	-0.832833333333333
PHKB	-0.1155
ADAM2	-2.137
TBC1D8B	1.12833333333333
FAM13A1	-1.7738125
LAPTM4B	-1.98633333333333
LCN8	0.2105
TMEM147	1.356
SYT4	0.08
XPO7	-0.512
C9orf62	3.16425
GPR75	0.599
TRIM5	0.54525
APOC1	-0.654166666666667
RNASE4	0.122166666666667
PARD6B	2.730125
ARID1A	0.111666666666667
TPD52L3	0.1548
RRAGB	2.17516666666667
RCN2	0.360333333333333
HIST2H2BE	2.0125
STARD7	0.16075
SHMT2	-1.23875
KIAA1751	-0.216
MLYCD	-0.236625
LOC162632	0.7141
UQCRH	-1.594
RP11-217H1.1	1.77925
SDHA	-1.52816666666667
NCLN	-0.3868
ZNF17	0.572
RCBTB2	-2.1935
VEGFB	0.2574
RP4-747L4.3	0.848
COLQ	0.578
MPN2	-0.762
DRG2	-0.472
KLRB1	3.63325
ALPK2	-2.70275
DNASE2B	1.0465
FLJ23834	0.55
AXUD1	0.733
SAFB	0.1833
NSUN4	-0.62575
RFX2	-1.11316666666667
MAPK8IP1	-1.01233333333333
FANCD2	-0.682857142857143
ANKZF1	-1.46566666666667
C19orf50	-0.8955
DUSP8	2.4485
SENP5	0.02725
NFKBIL2	0.70375
LBR	-1.195125
IGFL1	0.3875
LZTS2	0.435
IL2RG	-1.650375
CCDC51	0.07475
KLF3	-0.558875
ANKRD37	-1.276
KCTD14	-0.839833333333333
FZR1	0.623
SLC44A4	3.3458
ESPL1	-0.41625
GMPR2	-0.5776
TBC1D19	-0.844
ERGIC1	0.739703703703704
ERBB4	1.6209
TSPAN32	-0.485916666666667
MAP4	-0.062875
GPHN	0.81075
SLC6A2	-0.200875
HIVEP1	0.94425
DFFB	-0.7146
EIF4EBP2	-0.174625
DMRT1	-1.075
HSPB6	-0.27825
IER2	0.401666666666667
AIFM1	-0.175
WWC2	0.47925
MRPL4	-0.458
FLJ21062	0.1505
EPB41L4A	0.138583333333333
SH2D6	0.20575
TAF4B	-1.67325
GAL3ST3	-0.3795
MALT1	-1.09583333333333
RTDR1	1.295
ARVCF	-0.142125
MEX3B	-1.53683333333333
FBXO16	1.69075
KIF7	-1.76075
C1QC	3.94833333333333
ZNF783	-1.34666666666667
ZNF85	-0.0865
MMP13	2.8095
KIAA0329	0.14875
RTP3	-0.5485
ZBED3	-0.656
CLGN	1.8165
SLC25A37	-1.578375
hCG_18290	0.07525
OR5AS1	0.157
SMARCC2	0.90525
FAM109A	-0.431833333333333
CCDC12	0.0145
USF2	0.648
DEPDC7	-2.49175
C20orf24	0.129166666666667
JMJD3	-0.2525
DSP	-1.28614285714286
SLIC1	-0.172125
FAM20A	-0.15475
IRF2BP2	1.19725
ZNF230	-0.1625
MSN	-1.10814285714286
SLC9A5	-2.294
EPDR1	-2.2869
MUSK	0.192666666666667
ZNF434	0.585
SMARCD1	-0.7435
