Hybridization REF	TCGA-A8-A06P-01A-11R-A00Z-07
THEG	-0.11925
KRT34	-1.52525
SGSM3	-0.0335
TOMM22	-0.7195
SOCS3	1.168
CPO	0.8945
POP4	0.39525
BHLHB3	1.2775
MALL	0.65975
OR1B1	0.211
PARK2	0.586333333333333
GPR124	1.045125
LCE1E	0.3245
RUVBL2	-0.494
CGRRF1	0.9304
ACPL2	0.0185
WNT10B	-1.613375
BAIAP2L2	-2.03525
ISCA1	0.4515
C1orf125	0.318625
RPAP1	-0.6325
RAI16	-0.0205
RPL27	-0.488125
NLRP9	0.003
EPN1	0.243
LOC388610	-0.35425
SLC35A1	0.8023
GAL	-3.34775
SLC14A2	0.33875
RDH11	-1.02516666666667
FAM138F	-0.208
AUH	0.391
FLJ40243	0.249
C14orf129	0.7285
MBD2	-0.195833333333333
ABHD14B	-0.13975
PIGT	0.6305
ALS2CR4	-0.914625
ALAS1	-0.4893
FOXO1	1.71816666666667
CRLF3	-0.75
C20orf107	0.1165
FARS2	0.697
CCDC28A	0.972
NPHP3	-0.842
OR13F1	0.142
TSEN54	-0.83075
DEFB106B	0.1141
OR8B4	0.046
STH	2.07525
ZC3H14	-0.654
CBX2	-0.7
TMEM49	-1.0385
C6orf21	0.595
FLJ20920	1.61425
CRTAP	0.0475714285714286
DDX50	0.08125
STYXL1	0.15275
BLVRB	0.129
LOC147650	-0.152333333333333
MMP24	0.533
GRID1	1.57983333333333
BANF1	-0.845
CTAGEP	0.000250000000000014
HMBS	-1.837
SLC25A24	0.960333333333333
C14orf50	1.499
MRO	1.36366666666667
SLC25A15	-0.7955
FAM84B	1.4555
TDP1	-1.4125
C16orf78	0.0815
C11orf57	0.027875
RFK	-0.452875
ZFYVE9	-0.94875
STCH	0.1609
WIBG	0.61925
LOC283871	0.502666666666667
GBA2	-0.937
NDUFB3	-0.4535
HSD17B13	-0.16325
GRIN3A	0.199166666666667
FMNL1	-1.07633333333333
SEPT7	-0.0112
GNLY	1.329
GRAMD1C	1.478
ZNF165	0.5755
USP38	0.64175
FAM83A	-3.015
C14orf24	0.77875
ARMCX3	1.22325
ARHGDIB	0.587166666666667
AK1	0.43375
KIAA1045	-0.0065
DNAJB13	-0.718333333333333
NEU2	0.2775
HIST1H4B	-0.519166666666667
FAM20B	-0.7956
HES2	1.31878571428571
FAM73B	-0.1449
LOC388381	-0.118
INTS7	-1.21018181818182
AMPH	1.35775
ZNF775	-0.1595
UCKL1	-0.6375
C10orf97	0.192
C1orf161	-0.557
ALDH1L1	-0.34375
FLJ39378	-0.224875
SLC23A1	-1.8395
RBM4B	-0.50975
THAP4	0.0895
OGFRL1	0.72075
KIAA0831	0.22375
PPP1R15A	-0.0871666666666667
C1orf96	-0.802714285714286
C12orf11	-2.38175
BMF	0.236
MAN1A1	-0.700375
KIAA1600	0.567
NLGN4X	-0.27925
ALOX12	-1.17633333333333
RB1CC1	0.2454
NEIL2	-0.0691
EIF4E	0.126818181818182
ABHD5	-0.25075
EXOC4	-0.307666666666667
CIP29	0.0513333333333333
BATF2	-1.5135
SLC29A4	-0.763625
HTR4	0.49925
EMB	0.11025
TRAF6	0.5395
LMNB1	-3.28725
FAM19A5	0.128875
SHE	1.58525
PIK3C2B	0.8875
C15orf15	-0.3715
USP15	0.1169
TCEAL2	0.69075
C5orf39	-0.737833333333333
PTGER2	0.721
SLC31A1	-0.2714375
IFT172	0.271
ADAM29	0.36525
GFOD1	0.40575
ST7L	0.610333333333333
C15orf26	-2.46875
PKN3	-1.51925
CNTD1	1.80066666666667
COMMD1	0.136375
NTRK2	2.32091666666667
FOXN3	0.681625
MFGE8	-0.181
PFKFB2	0.5505
TAS2R4	-0.4025
ENTHD1	1.262
PRMT5	-0.613375
MGC16384	-0.70775
LOC442229	-0.4965
TSKU	-0.222625
KRTCAP3	2.414375
PDLIM1	0.4707
KCNS2	0.98025
RNF126	-0.638166666666667
CEP63	0.141875
CLIC4	0.537375
hCG_1990170	-0.4185
ACR	0.6109
KLK7	-0.02625
ALOX5AP	3.87475
RIPK3	4.1895
TAS2R9	-0.0535
C19orf18	1.9755
BIRC6	-0.148071428571429
ZNF16	1.092
RFT1	-0.5045
SLC8A2	-0.3385
TACC1	1.620875
ITGAD	0.63475
SAMHD1	0.40325
SH3PXD2B	1.218
EPC2	1.019
C20orf85	2.572875
ATP13A2	0.4295
KRT4	0.771125
CAPNS1	-0.0795
MDM2	-0.16725
PCDH20	2.4965
KCNK9	1.0265
OR2C1	0.2935
KLHDC3	-1.06516666666667
IPPK	1.4455
EFHD2	-0.218625
GALR3	0.5805
NBEA	0.662
ABCA6	3.4299
CLDN3	2.80983333333333
AKT2	-0.742571428571429
EGFR	-1.7168
RBM16	0.317875
ZDHHC3	0.0213
SLC25A4	-0.368166666666667
CYB5B	-1.1705
CPXM1	-0.42925
NDRG1	-1.03984615384615
FLJ43826	0.53275
OR5L2	0.243166666666667
FARP2	0.3384
MRPL46	-0.284916666666667
LDHAL6B	0.345333333333333
MAPKAPK3	0.1245
NCAM2	0.66975
PRKD2	0.316166666666667
ZFP36L1	1.2482
CYSLTR1	-0.76625
OR4C3	0.11475
HIST1H2AJ	1.981
CCNB2	-3.46666666666667
ZNF10	-0.0405
TMEM175	0.574
FAM134A	1.0285
TIGD4	-0.128
PCNP	-0.09125
MGC39715	-0.483
LQK1	-1.33625
CREB1	0.7029
TMPRSS3	1.5545
C4orf32	1.7165
LAT	-1.85116666666667
KCNA3	0.567
SKIV2L2	-0.801
ROPN1B	-4.03625
tcag7.23	-0.589
CDT1	-3.79375
ZHX2	1.477875
CD28	-1.74
ZNF624	0.793
SEPT2	0.327833333333333
SOHLH2	-1.843875
MCOLN3	0.503125
UNQ1945	0.3615
MASP2	-0.2465
ZNRF3	-0.9736
GPATCH3	0.053
AGL	0.226
QRICH2	-0.0615
PSD4	0.7515
CCNB1IP1	-1.99925
ENPP7	0.2595
OBFC1	0.376
KCNG3	-1.85525
C14orf79	0.596083333333333
ENPEP	1.251
SCT	1.3645
SKI	0.772125
SEC61G	-1.63975
CAPN11	-0.11625
ATXN7L3	-0.47675
DBNDD1	-0.346166666666667
FAIM	-0.0925
ANKRD36	-0.2775
GABRP	1.92316666666667
TACSTD2	2.427
EIF3J	-0.2485
PPP2R2A	-0.995
TEKT4	0.160666666666667
PVALB	-2.2435
F10	-2.22
FAM134C	0.8914
COMP	4.765
EFCBP1	-2.4154375
SCLT1	-0.350875
TAL1	-0.825
ACSL1	1.14825
ABCC5	-0.611166666666667
ABL1	-0.582722222222222
RBBP7	0.0408333333333334
PTPRG	0.521
NCOR1	0.1344
SPINK4	0.738166666666667
TXNRD1	-1.0365
TNRC15	1.08225
C9orf138	0.640625
UBE2H	1.23566666666667
BRDT	0.8105
C8orf31	-0.0215
CCNE2	-2.083
SLC6A8	-1.5525
CALCR	-3.1865
PPP1CB	0.712333333333333
ABHD8	-0.245
ARF5	-0.0753
SLC24A4	0.5585
CCT3	-0.66875
ZNF121	-0.0745
SLC3A2	-0.6292
OR13A1	0.521
SLC5A10	0.27475
RAD50	-1.356
IER5	0.00850000000000001
MTHFD1L	-1.750375
MBTPS2	0.58825
MVK	-0.846
NCL	-0.2817
PSMD10	-0.14875
MOBP	0.228571428571429
FLJ32894	-0.6065
HRH1	-0.0501666666666667
C5orf30	1.70175
NUDT16L1	1.789
RASGRP3	3.17333333333333
PRKRIP1	-0.664
CCDC75	-0.029
LOC253970	-0.086
KIAA1239	1.08825
MED21	-0.669
SYT11	0.486583333333333
NTSR2	-0.3015
EGFL11	0.084
CXorf59	-0.0590000000000001
OR2A25	-0.129
SPTBN2	-1.30925
LRMP	-1.6205
RNF111	0.0835
PTH	1.283
LOC619208	0.454666666666667
KIAA0895	0.323
RANBP5	-1.00725
P2RY10	0.945833333333333
NME5	2.93366666666667
DDX21	-0.58
LRSAM1	0.268
HDAC11	1.789
VMO1	2.74275
NOLA2	-0.062
ADAR	-0.03525
MTO1	-1.06583333333333
SF4	0.2325
P2RX1	0.0173333333333333
HBM	0.36925
EN2	0.5905
C14orf172	0.16275
TM9SF2	0.5361
INHBE	-1.41116666666667
TCTE3	-0.264416666666667
TOX2	-2.72975
CTAGE3	0.437375
HBB	3.7982
MED15	-0.985333333333333
CASR	0.12075
C6orf66	-1.35633333333333
MTPN	0.047
UNC50	0.28125
C21orf33	0.21275
IRF2	0.75775
PGR	3.56966666666667
GPR84	1.781
CROCCL1	-2.1985
SRPX	-0.37125
BRE	0.248333333333333
FGF10	1.06825
SDC3	-0.786333333333333
ZRSR1	0.340666666666667
DKFZP434P211	-0.163625
SOX6	0.2205
RPUSD2	-0.03475
C14orf173	-0.0921666666666667
MAPK11	-0.483833333333333
TBC1D22A	0.138
FAM123A	-0.5235
COL4A6	-3.2005
TOMM70A	-0.13025
NAB1	-0.455375
MGC16385	-0.628125
TSPAN18	0.2805
MED31	-0.1305
PLG	0.004
CAPSL	1.597
ZNF532	0.7021
ASB14	-1.06875
CA8	-1.455
NUDT16P	2.32533333333333
SLFN11	-0.6615
LRRIQ2	-0.09675
NOL7	0.00633333333333335
BRMS1L	-0.697
JARID1A	0.490833333333333
PANK2	-0.451
ICAM3	-0.60525
MDS1	0.2405
TAF8	-0.79725
RNF139	1.25775
ZNF594	-0.591333333333333
ADAM8	2.316375
SFTPC	-0.38575
MAN2B2	1.235125
RGS12	0.149
EIF1AY	-4.42366666666667
LRRIQ1	-1.20733333333333
GPR150	0.67475
CCDC21	-0.961166666666667
PRRG3	0.3615
SAA4	-3.40875
RAPGEF5	0.928625
ZCCHC2	0.01175
MGC39372	-0.136
PPP4R2	0.487166666666667
CDCA2	-3.14916666666667
OR4D5	0.145666666666667
PTGFRN	0.841
SIGLEC5	1.46166666666667
C19orf61	-0.139166666666667
NMUR2	0.095
KIAA1586	-1.269
DAGLA	0.634166666666667
CHCHD6	-0.31975
GPR32	0.934
NEUROD6	0.0198333333333333
SLC2A4RG	0.090625
CA5B	0.818
FBXL3	1.548
MPHOSPH9	-1.8315
HMG2L1	-0.34475
HCN4	-0.0486666666666667
CEACAM19	-0.0375
SH2D4B	0.912
HFE2	-0.7695
TGM4	-0.046
LYPD2	-0.00974999999999999
TBC1D15	0.4195
MRPS21	-0.1778
NONO	-0.9473
CLEC5A	3.019625
ITCH	0.3318
MGAT3	-0.541166666666667
MBP	-0.594875
RPP25	-0.47
SOSTDC1	-3.32275
HRC	-1.1645
TRIM48	0.1355
TMEM133	0.5485
ECEL1P2	-1.10325
HOXC11	-0.4005
DOK5	0.7225
HELZ	0.248166666666667
LOC348180	-1.31975
MGC33894	0.1875
ADRB3	0.337
DMD	-0.08225
PTRH2	-0.536
MPEG1	2.73483333333333
NDUFA12	-0.292833333333333
KRTAP2-4	0.173916666666667
STAMBPL1	-1.48083333333333
ADCY2	1.68066666666667
UNQ6125	-0.01
KLHL20	0.371
SRM	-1.30625
OTC	0.11
TMIE	-0.263666666666667
SNX8	0.648
LIPK	0.538
CHURC1	0.053
KLC2	0.277166666666667
HDAC1	-0.497666666666667
FAM128A	0.038
FNDC3B	0.054
MTCP1	-0.753666666666667
WFDC10B	-0.0721
PCDHGB3	-0.24
ATRNL1	-2.7247
CAV2	0.2855
MED26	-0.0685
DUS1L	-0.26375
CHRM3	-1.658125
NEK9	0.206
WARS2	-0.18225
TBX22	0.0935
TOMM40	-1.06125
RP6-213H19.1	-1.156
TUBGCP5	-0.72075
IGSF6	5.038
TPPP	2.35216666666667
UNQ6190	0.5985
GSTM5	0.117625
BTD	1.0345
PDCD1LG2	0.195333333333333
SNRPB2	-0.6815
ERICH1	-0.737
APOA4	-1.61225
HOXA11	-1.11525
NARG1	-0.294125
MKX	6.17025
RAB28	-0.248928571428571
PKP3	1.5085
SH3GL2	-2.23725
CTSO	2.9265
RPN2	0.00149999999999999
IL28RA	0.3885
SFMBT1	0.426
WDR57	0.02225
FER1L3	1.68925
HSF5	-0.0464
TTC9B	-0.07225
C4BPA	-3.398
ALB	-4.03692857142857
SORBS3	0.3465
UPF2	-0.3035
JPH1	-0.368
AGBL2	-0.968
DOPEY1	1.2375
TERF1	0.0025
KIF22	-0.398
NINJ1	1.5735
SEC61A2	-0.707666666666667
HIST1H1D	-0.0343333333333333
SFXN4	-0.5605
UCP3	0.1598
ZNF703	1.20316666666667
MYL6B	-0.411
TREM1	2.61775
OR52E6	0.4575
CKMT2	1.3
HLA-C	1.1265
SLC13A3	-1.79683333333333
TIMP4	0.6035
SLIT2	2.73425
RSF1	0.144444444444444
LONRF1	-1.53671428571429
MON1A	-0.377
CACNG6	1.113
DPPA4	-5.40633333333333
ZSWIM3	-0.34625
ZNF804A	-0.0423333333333334
CCIN	1.37475
SLC25A31	-0.26925
KCNMB4	0.7935
RABL5	0.2205
GALNS	-0.916
STX6	0.321
HIST1H1C	-0.964833333333333
CIDEB	-0.743125
CASP4	-0.382833333333333
PDK3	-0.4419
KCNJ11	1.3775
TPR	-0.594625
ZSCAN20	-0.8155
MTX2	-0.32225
HIST1H2BH	0.11475
LOC283767	0.5255
LYRM7	-1.80677777777778
BRD3	0.265
HIST1H2BO	-0.2845
MAGEB10	0.4195
SLC45A1	0.5285
SERPINA3	1.08555
KIAA0143	1.281
KCNJ16	0.283666666666667
KRT79	1.3375
FABP2	-0.85
NUT	-0.629333333333333
ZNF57	-0.72525
FBXL4	0.226375
CLEC9A	0.1895
UGT8	-0.9515
BMP2K	0.16675
MAPK4	-3.605
SLC25A23	-0.785
HINT1	-1.0217
KRTAP13-1	-0.1835
SFXN5	-0.0329
CHCHD2	0.381
FAM3D	0.1675
NDP	0.16675
RHOBTB1	0.112333333333333
SLC4A4	-0.618
RPL38	-0.4735
HTF9C	-0.4985
AP2A2	0.380875
ZBTB46	-0.006
MAP7D1	0.441375
AOX1	-0.466666666666667
CYR61	0.625416666666667
DTNA	-0.665357142857143
JRKL	-0.5995
TMOD3	-0.347
EEA1	0.0834
ADCK5	0.307
IL1R1	2.57683333333333
KLK3	0.259642857142857
HRSP12	-0.27125
KTN1	0.2205
LOH11CR2A	0.3525
RELL2	-1.04525
MAB21L1	0.63975
C20orf59	-0.876833333333333
PHKB	-0.84625
ADAM2	-1.96833333333333
TBC1D8B	1.009
FAM13A1	-1.093875
LAPTM4B	-0.0868333333333333
LCN8	0.127
TMEM147	0.593
SYT4	0.077
XPO7	-1.3525
C9orf62	0.928
GPR75	0.4635
TRIM5	-0.143875
APOC1	-1.50816666666667
RNASE4	0.2715
PARD6B	0.035125
ARID1A	0.113
TPD52L3	0.441777777777778
RRAGB	0.948666666666667
RCN2	-0.8415
HIST2H2BE	0.6498125
STARD7	-0.019
SHMT2	-1.316
KIAA1751	-0.001
MLYCD	-0.28975
LOC162632	-0.4943
UQCRH	-1.55975
RP11-217H1.1	0.65025
SDHA	-0.464666666666667
NCLN	-0.7238
ZNF17	0.5415
RCBTB2	-1.5515
VEGFB	0.367
RP4-747L4.3	-0.1585
COLQ	0.4105
MPN2	-0.555833333333333
DRG2	-0.3405
KLRB1	2.4245
ALPK2	-1.81225
DNASE2B	0.68275
FLJ23834	1.141
AXUD1	0.611
SAFB	-0.2731
NSUN4	-0.1045
RFX2	1.8055
MAPK8IP1	-0.825666666666666
FANCD2	-1.52914285714286
ANKZF1	-1.39233333333333
C19orf50	-0.45275
DUSP8	0.865625
SENP5	0.30925
NFKBIL2	-0.80425
LBR	-2.073375
IGFL1	1.431
LZTS2	0.706
IL2RG	-0.763125
CCDC51	0.8585
KLF3	0.062
ANKRD37	-0.753
KCTD14	-1.889
FZR1	0.220833333333333
SLC44A4	3.3744
ESPL1	-1.15875
GMPR2	-0.2192
TBC1D19	-0.377666666666667
ERGIC1	0.212333333333333
ERBB4	2.4327
TSPAN32	0.0868333333333334
MAP4	-0.109375
GPHN	0.2005
SLC6A2	0.35525
HIVEP1	0.35825
DFFB	-0.7831
EIF4EBP2	0.354625
DMRT1	-0.10375
HSPB6	0.11475
IER2	-0.517833333333333
AIFM1	0.04475
WWC2	0.45875
MRPL4	-1.0095
FLJ21062	0.652166666666667
EPB41L4A	1.40058333333333
SH2D6	0.25375
TAF4B	-1.3065
GAL3ST3	-0.3425
MALT1	-0.943666666666667
RTDR1	-0.19425
ARVCF	-0.497625
MEX3B	-0.903666666666667
FBXO16	1.357
KIF7	-0.1305
C1QC	4.2435
ZNF783	-0.561833333333333
ZNF85	-0.06625
MMP13	4.593
KIAA0329	0.455142857142857
RTP3	-0.585
ZBED3	-0.19825
CLGN	-2.8555
SLC25A37	-1.79058333333333
hCG_18290	-0.32525
OR5AS1	0.038
SMARCC2	0.38325
FAM109A	-0.158666666666667
CCDC12	0.372
USF2	0.3813
DEPDC7	-1.01525
C20orf24	-0.478833333333333
JMJD3	0.238
DSP	0.595642857142857
SLIC1	0.351
FAM20A	1.303
IRF2BP2	-0.070625
ZNF230	-0.241
MSN	-0.525142857142857
SLC9A5	-1.6875
EPDR1	-0.8566
MUSK	-0.428166666666667
ZNF434	0.0826666666666667
