Hybridization REF	TCGA-D8-A145-01A-11R-A115-07
CAPN11	1.44375
ATXN7L3	-0.01975
DBNDD1	0.2865
FAIM	0.34175
ANKRD36	-0.343
GABRP	3.71083333333333
TACSTD2	2.20833333333333
EIF3J	-0.59975
PPP2R2A	0.02025
TEKT4	0.525333333333333
PVALB	-3.1935
F10	-1.77483333333333
FAM134C	0.7282
COMP	4.482625
EFCBP1	-2.3004375
SCLT1	0.29925
TAL1	-0.6017
ACSL1	2.054
ABCC5	-0.101083333333333
ABL1	-0.645666666666666
RBBP7	-0.972666666666667
PTPRG	-0.522875
NCOR1	0.1174
SPINK4	-2.20966666666667
TXNRD1	-1.4354
TNRC15	0.522125
C9orf138	1.052625
UBE2H	0.6825
BRDT	0.125166666666667
C8orf31	0.02775
CCNE2	-2.659
SLC6A8	-2.197875
CALCR	-3.599
PPP1CB	0.352666666666667
ABHD8	0.28175
ARF5	-0.1278
SLC24A4	0.53375
CCT3	-0.55675
ZNF121	1.1165
SLC3A2	-0.6304
OR13A1	-0.153
SLC5A10	-0.01725
RAD50	-0.02225
IER5	-0.250875
MTHFD1L	-2.359125
MBTPS2	0.986
MVK	-0.22475
NCL	-0.761
PSMD10	-0.196
MOBP	-0.193142857142857
FLJ32894	-0.0125
HRH1	-0.199833333333333
C5orf30	2.07975
NUDT16L1	0.9422
RASGRP3	4.18883333333333
PRKRIP1	-0.3897
CCDC75	0.3565
LOC253970	-0.3235
KIAA1239	0.9105
MED21	-0.49875
SYT11	0.977083333333333
NTSR2	-0.568
EGFL11	0.557
CXorf59	0.043
OR2A25	-0.154
SPTBN2	-1.543
LRMP	-0.697
RNF111	1.0215
PTH	0.0339999999999999
LOC619208	0.331833333333333
KIAA0895	0.4175
RANBP5	-1.001
P2RY10	1.939
NME5	4.068
DDX21	-1.028
LRSAM1	1.1165
HDAC11	1.11383333333333
VMO1	0.69075
NOLA2	-0.3565
ADAR	0.598666666666667
MTO1	0.0763333333333333
SF4	0.178333333333333
P2RX1	0.7485
HBM	0.3045
EN2	0
C14orf172	-0.0595
TM9SF2	0.2612
INHBE	-0.972166666666667
TCTE3	-0.274416666666667
TOX2	-2.19925
CTAGE3	0.283625
HBB	4.289
MED15	-0.5015
CASR	-0.2905
C6orf66	-1.17566666666667
MTPN	-0.528375
UNC50	-0.11075
C21orf33	-0.718375
IRF2	1.326875
PGR	-1.30966666666667
GPR84	1.44675
CROCCL1	-0.97925
SRPX	0.3705
BRE	0.0678333333333333
FGF10	2.90025
SDC3	1.40216666666667
ZRSR1	1.0545
DKFZP434P211	-0.027375
SOX6	1.135
RPUSD2	-0.16725
C14orf173	-0.32025
MAPK11	-0.190333333333333
TBC1D22A	0.008
FAM123A	-0.7385
COL4A6	0.693833333333333
TOMM70A	0.07575
NAB1	-0.629125
MGC16385	0.050125
TSPAN18	0.3395
MED31	0.12375
PLG	-0.25825
CAPSL	3.757
ZNF532	0.9692
ASB14	-0.30875
CA8	-1.60825
NUDT16P	2.28483333333333
SLFN11	0.162
LRRIQ2	0.213625
NOL7	-0.8595
BRMS1L	-0.14075
JARID1A	0.0735
PANK2	0.114
ICAM3	-0.4355
MDS1	-0.259
TAF8	-0.582
RNF139	0.53425
ZNF594	0.620166666666667
ADAM8	1.736625
SFTPC	-0.323375
MAN2B2	1.47125
RGS12	0.9026875
EIF1AY	-5.67408333333333
LRRIQ1	1.256
GPR150	0.447
CCDC21	-0.492333333333333
PRRG3	0.65825
SAA4	-2.20875
RAPGEF5	0.92875
ZCCHC2	0.260833333333333
MGC39372	-0.5955
PPP4R2	-0.236833333333333
CDCA2	-3.314
OR4D5	0.1915
PTGFRN	0.5291
SIGLEC5	0.986666666666667
C19orf61	0.2635
NMUR2	0.089
KIAA1586	-0.2725
DAGLA	0.0486666666666667
CHCHD6	-1.08225
GPR32	0.4005
NEUROD6	-0.0853333333333333
SLC2A4RG	0.4646875
CA5B	0.48925
FBXL3	2.0485
MPHOSPH9	-1.07225
HMG2L1	0.93825
HCN4	0.0973333333333333
CEACAM19	-0.378
SH2D4B	0.3045
HFE2	-0.887
TGM4	0.05875
LYPD2	-0.23525
TBC1D15	-0.0105
MRPS21	-0.8987
NONO	-0.6715
CLEC5A	1.274625
ITCH	-0.1955
MGAT3	0.347
MBP	0.114625
RPP25	-0.73375
SOSTDC1	1.52825
HRC	-0.884
TRIM48	0.369
TMEM133	0.84575
ECEL1P2	-1.49925
HOXC11	0.7235
DOK5	0.72425
HELZ	0.1645
LOC348180	-1.1465
MGC33894	0.08125
ADRB3	0.039
DMD	0.560666666666667
PTRH2	-1.04675
MPEG1	3.408
NDUFA12	-0.290333333333333
KRTAP2-4	-0.153166666666667
STAMBPL1	-1.76283333333333
ADCY2	1.27383333333333
UNQ6125	0.1905
KLHL20	0.4325
SRM	-1.12475
OTC	-0.21125
TMIE	0.856333333333334
SNX8	-0.832
LIPK	-0.841
CHURC1	-0.0889166666666667
KLC2	0.2665
HDAC1	-0.279166666666667
FAM128A	0.4855
FNDC3B	-0.5975
MTCP1	-0.489
WFDC10B	0.1336
PCDHGB3	0.631
ATRNL1	-2.2681
CAV2	0.849375
MED26	0.88
DUS1L	-0.23375
CHRM3	-0.748875
NEK9	1.05875
WARS2	0.74825
TBX22	0.6775
TOMM40	-0.45825
RP6-213H19.1	-3.1515
TUBGCP5	0.03425
IGSF6	5.153
TPPP	2.47183333333333
UNQ6190	-0.2875
GSTM5	3.649125
BTD	1.27166666666667
PDCD1LG2	0.738166666666667
SNRPB2	-0.400666666666667
ERICH1	-0.276375
APOA4	-1.749375
HOXA11	-1.30725
NARG1	-0.884875
MKX	0.4505
RAB28	-0.7355
PKP3	0.12675
SH3GL2	-2.841
CTSO	3.78825
RPN2	-0.28275
IL28RA	0.308666666666667
SFMBT1	-0.95075
WDR57	-1.0095
FER1L3	1.8975
HSF5	0.133
TTC9B	-0.123
C4BPA	-3.09666666666667
ALB	-5.34042857142857
SORBS3	0.756625
UPF2	0.1915
JPH1	-0.6225
AGBL2	0.375
DOPEY1	0.716
TERF1	-0.211916666666667
KIF22	-0.644333333333333
NINJ1	1.316
SEC61A2	-0.44825
HIST1H1D	-1.40183333333333
SFXN4	-0.8935
UCP3	-0.1163
ZNF703	1.29966666666667
MYL6B	-1.12525
TREM1	0.293
OR52E6	0.2725
CKMT2	3.1045
HLA-C	1.06225
SLC13A3	0.545666666666667
TIMP4	1.44575
SLIT2	3.59125
RSF1	0.100722222222222
LONRF1	-0.569357142857143
MON1A	-0.0931666666666667
CACNG6	-1.63566666666667
DPPA4	-6.14216666666667
ZSWIM3	0.4685
ZNF804A	0.587833333333333
CCIN	1.64
SLC25A31	-0.061
KCNMB4	0.774
RABL5	0.51575
GALNS	-0.0438
STX6	0.082625
HIST1H1C	-1.54816666666667
CIDEB	1.20575
CASP4	0.0806666666666667
PDK3	-1.0801
KCNJ11	2.3275
TPR	-0.323375
ZSCAN20	-0.9845
MTX2	-0.2835
HIST1H2BH	-0.735
LOC283767	2.445
LYRM7	-0.788777777777778
BRD3	0.0388333333333333
HIST1H2BO	-0.56525
MAGEB10	0.4815
SLC45A1	1.1585
SERPINA3	1.6785
KIAA0143	1.12125
KCNJ16	3.6875
KRT79	-0.1455
FABP2	-1.033
NUT	-0.336
ZNF57	0.44325
FBXL4	0.019625
CLEC9A	2.0815
UGT8	-1.25516666666667
BMP2K	1.69275
MAPK4	-3.51925
SLC25A23	0.0314
HINT1	-0.7212
KRTAP13-1	0.5975
SFXN5	-0.1344
CHCHD2	-0.94975
FAM3D	2.5455
NDP	-2.229375
RHOBTB1	-0.146166666666667
SLC4A4	-1.40825
RPL38	0.0605
HTF9C	-0.301833333333333
AP2A2	0.51025
ZBTB46	-0.271
MAP7D1	0.17925
AOX1	-0.3785
CYR61	1.05391666666667
DTNA	-0.738928571428571
JRKL	-0.01075
TMOD3	-0.07725
EEA1	0.3977
ADCK5	-0.73975
IL1R1	2.034
KLK3	1.32785714285714
HRSP12	-0.635
KTN1	0.696
LOH11CR2A	0.6038
RELL2	-1.89025
MAB21L1	2.99175
C20orf59	-0.786166666666667
PHKB	0.21025
ADAM2	-0.287666666666667
TBC1D8B	1.58516666666667
FAM13A1	-0.39075
LAPTM4B	-0.171916666666667
LCN8	-0.3915
TMEM147	0.086
SYT4	0.0101666666666667
XPO7	-0.471
C9orf62	0.52225
GPR75	0.2705
TRIM5	0.358625
APOC1	-1.57216666666667
RNASE4	1.21466666666667
PARD6B	-0.783875
ARID1A	0.918083333333333
TPD52L3	0.3008
RRAGB	1.66616666666667
RCN2	-0.821666666666667
HIST2H2BE	0.1085
STARD7	-0.223
SHMT2	-1.27875
KIAA1751	-0.783666666666667
MLYCD	0.753375
LOC162632	-1.4568
UQCRH	-1.39475
RP11-217H1.1	0.5748125
SDHA	-0.570333333333333
NCLN	-0.7575
ZNF17	1.36533333333333
RCBTB2	-0.52225
VEGFB	0.0953
RP4-747L4.3	0.3445
COLQ	0.7334
MPN2	-0.762
DRG2	-0.136
KLRB1	5.3565
ALPK2	-3.622
DNASE2B	3.66875
FLJ23834	0.683
AXUD1	1.30316666666667
SAFB	-0.2681
NSUN4	-0.0395
RFX2	0.756
MAPK8IP1	0.346166666666667
FANCD2	-2.05771428571429
ANKZF1	-1.32166666666667
C19orf50	-0.043
DUSP8	0.93575
SENP5	-0.606375
NFKBIL2	-0.86675
LBR	-1.8715
IGFL1	0.52
LZTS2	0.496875
IL2RG	0.5035
CCDC51	-0.75275
KLF3	0.52525
ANKRD37	-0.8825
KCTD14	0.335833333333333
FZR1	0.28075
SLC44A4	4.1152
ESPL1	-1.12575
GMPR2	0.0907
TBC1D19	-0.366666666666667
ERGIC1	0.0518518518518519
ERBB4	5.0163
TSPAN32	0.151083333333333
MAP4	0.26525
GPHN	2.1145
SLC6A2	-0.33
HIVEP1	0.88625
DFFB	-0.405
EIF4EBP2	0.45625
DMRT1	-0.96975
HSPB6	0.6845
IER2	0.599
AIFM1	-0.32975
WWC2	-0.210583333333333
MRPL4	-0.53775
FLJ21062	1.33866666666667
EPB41L4A	0.94375
SH2D6	0.1265
TAF4B	-0.64025
GAL3ST3	0.068
MALT1	-0.912166666666667
RTDR1	-0.84525
ARVCF	0.29775
MEX3B	0.625833333333333
FBXO16	0.5085
KIF7	-0.72125
C1QC	3.51233333333333
ZNF783	0.315166666666667
ZNF85	1.57875
MMP13	1.6605
KIAA0329	0.879125
RTP3	0.823
ZBED3	-0.139
CLGN	2.04475
SLC25A37	-1.27683333333333
hCG_18290	-0.02425
OR5AS1	-0.049
SMARCC2	0.5945
FAM109A	0.389333333333333
CCDC12	-0.45975
USF2	0.8529
DEPDC7	-2.3415
C20orf24	-0.520666666666667
JMJD3	1.03
DSP	-0.436928571428571
SLIC1	0.367
FAM20A	0.999125
IRF2BP2	0.750625
ZNF230	0.2395
MSN	-0.313571428571429
SLC9A5	-2.3245
EPDR1	-0.9136
MUSK	-0.0216666666666667
